family,domain,family_counts,taxid,lineage,lineage_ranks,lineage_taxids
Natronospirillaceae,Bacteria,5,2813859,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Natronospirillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135619;2813859
Aliterellaceae,Bacteria,5,2917811,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Chroococcidiopsidales;Aliterellaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1890505;2917811
Candidatus Tharpellaceae,Bacteria,5,2954146,cellular organisms;Bacteria;Candidatus Tharpellota;Candidatus Tharpellia;Candidatus Tharpellales;Candidatus Tharpellaceae,cellular root;domain;phylum;class;order;family,131567;2;2954143;2954144;2954145;2954146
Candidatus Termititenacaceae,Bacteria,5,2507544,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Candidatus Margulisiibacteriota;Candidatus Termititenacia;Candidatus Termititenacales;Candidatus Termititenacaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1817808;2507542;2507543;2507544
Candidatus Stramentimicrobiaceae,Bacteria,5,3378189,cellular organisms;Bacteria;Pseudomonadati;Atribacterota;Candidatus Phoenicimicrobiia;Candidatus Pheonicimicrobiales;Candidatus Stramentimicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;67818;3240457;3240458;3378189
Candidatus Thermochlorobacteriaceae,Bacteria,5,1868322,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Chlorobiota;Chlorobiia;Chlorobiales;Candidatus Thermochlorobacteriaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;1090;191410;191411;1868322
Candidatus Borrarchaeaceae,Archaea,5,2798927,cellular organisms;Archaea;Promethearchaeati;Candidatus Borrarchaeota;Candidatus Borrarchaeia;Candidatus Borrarchaeales;Candidatus Borrarchaeaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1935183;2798908;2798915;2798921;2798927
Candidatus Azoamicaceae,Bacteria,5,3119552,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria incertae sedis;Candidatus Azoamicaceae,cellular root;domain;kingdom;phylum;class;no rank;family,131567;2;3379134;1224;1236;118884;3119552
Gloeotrichiaceae,Bacteria,5,1892265,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Gloeotrichiaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1161;1892265
Thermonemataceae,Bacteria,5,1853233,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Thermonemataceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;1853233
Gloeobacteraceae,Bacteria,5,1890422,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Gloeobacterales;Gloeobacteraceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;307595;1890422
Luteibaculaceae,Bacteria,5,2772533,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Luteibaculaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;117743;200644;2772533
Inquilinaceae,Bacteria,5,3120703,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Alphaproteobacteria incertae sedis;Inquilinaceae,cellular root;domain;kingdom;phylum;class;no rank;family,131567;2;3379134;1224;28211;82117;3120703
Clostridiales Family XVI. Incertae Sedis,Bacteria,5,543347,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales incertae sedis;Clostridiales Family XVI. Incertae Sedis,cellular root;domain;kingdom;phylum;class;order;no rank;family,131567;2;1783272;1239;186801;186802;538999;543347
Echinimonadaceae,Bacteria,5,3046600,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Echinimonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135622;3046600
Candidatus Amarolineaceae,Bacteria,5,2303486,cellular organisms;Bacteria;Bacillati;Chloroflexota;Caldilineae;Caldilineales;Candidatus Amarolineaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;200795;475962;475963;2303486
Limisphaeraceae,Bacteria,5,3050005,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Limisphaerales;Limisphaeraceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;74201;203494;134621;3050005
Candidatus Moduliflexaceae,Bacteria,5,3071915,cellular organisms;Bacteria;Candidatus Moduliflexota;Candidatus Moduliflexia;Candidatus Moduliflexales;Candidatus Moduliflexaceae,cellular root;domain;phylum;class;order;family,131567;2;3071909;3071910;3071914;3071915
Candidatus Magnetobacteriaceae,Bacteria,5,3137695,cellular organisms;Bacteria;Pseudomonadati;Nitrospirota;Thermodesulfovibrionia;Thermodesulfovibrionales;Candidatus Magnetobacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;40117;2811502;2811503;3137695
Williamwhitmaniaceae,Bacteria,4,2038695,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;200643;171549;2038695
Aristaeellaceae,Bacteria,4,3046368,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Aristaeellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;186802;3046368
Leptonemataceae,Bacteria,4,3120706,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetia;Leptospirales;Leptonemataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;203691;203692;1643688;3120706
Candidatus Mnemosynellaceae,Archaea,4,3072936,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Archaeoglobi;Candidatus Mnemosynellales;Candidatus Mnemosynellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;3366610;28890;183980;3072935;3072936
Candidatus Methylarchaceae,Archaea,4,2913632,cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaeria;Nitrososphaerales;Candidatus Methylarchaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783275;651137;1643678;1033996;2913632
Rarobacteraceae,Bacteria,4,145359,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Rarobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85006;145359
Candidatus Nanoanaerosalinaceae,Archaea,4,2987737,cellular organisms;Archaea;Nanobdellati;Candidatus Nanohalarchaeota;Candidatus Nanohalobia;Candidatus Nanohalobiales;Candidatus Nanoanaerosalinaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783276;1462430;2856052;2856053;2987737
Candidatus Muiribacteriaceae,Bacteria,4,3399774,cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Candidatus Muiribacteriota;Candidatus Muiribacteriia;Candidatus Muiribacteriales;Candidatus Muiribacteriaceae,cellular root;domain;no rank;clade;phylum;class;clade;family,131567;2;2323;1783234;2767197;3399773;3399775;3399774
Aquisalimonadaceae,Bacteria,4,3120670,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Nitrococcales;Aquisalimonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;3120430;3120670
Candidatus Methanollivieraceae,Archaea,4,2545691,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Candidatus Methanoliparia;Candidatus Methanoliparales;Candidatus Methanollivieraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;3366610;28890;2545688;2545689;2545691
Candidatus Lucifugimonadaceae,Bacteria,4,3143248,cellular organisms;Bacteria;Bacillati;Chloroflexota;Dehalococcoidia;SAR202 cluster;Candidatus Lucifugimonadales;Candidatus Lucifugimonadaceae,cellular root;domain;kingdom;phylum;class;clade;order;family,131567;2;1783272;200795;301297;648176;3143247;3143248
Pendulisporaceae,Bacteria,4,3375061,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Sorangiineae;Pendulisporaceae,cellular root;domain;kingdom;phylum;class;order;suborder;family,131567;2;3379134;2818505;32015;29;80812;3375061
Candidatus Tethybacteraceae,Bacteria,4,2806487,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Candidatus Tethybacterales;Candidatus Tethybacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;2806486;2806487
Candidatus Afararchaeaceae,Archaea,4,3138739,cellular organisms;Archaea;Nanobdellati;Nanobdellati incertae sedis;Candidatus Afararchaeaceae,cellular root;domain;kingdom;no rank;family,131567;2157;1783276;3138738;3138739
Gaopeijiaceae,Bacteria,4,3381668,cellular organisms;Bacteria;Pseudomonadati;FCB group;Gemmatimonadota;Longimicrobiia;Gaopeijiales;Gaopeijiaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783270;142182;1804991;3381667;3381668
Capillimicrobiaceae,Bacteria,4,2976758,cellular organisms;Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Solirubrobacterales;Capillimicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1497346;588673;2976758
Deferrisomataceae,Bacteria,4,3031670,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Deferrisomatia;Deferrisomatales;Deferrisomataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031652;2814222;3031670
Chrysiogenaceae,Bacteria,4,189770,cellular organisms;Bacteria;Pseudomonadati;Chrysiogenota;Chrysiogenia;Chrysiogenales;Chrysiogenaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200938;118001;189769;189770
Candidatus Culexmicrobiaceae,Archaea,4,2986811,cellular organisms;Archaea;Thermoproteati;Candidatus Culexarchaeota;Candidatus Culexarchaeia;Candidatus Culexarchaeles;Candidatus Culexmicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783275;2986807;2986808;2986809;2986811
Carbonactinosporaceae,Bacteria,4,2864377,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Carbonactinosporaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85011;2864377
Thermacetogeniaceae,Bacteria,4,3120743,cellular organisms;Bacteria;Bacteria incertae sedis;Syntrophomonadia;Thermacetogeniales;Thermacetogeniaceae,cellular root;domain;no rank;class;order;family,131567;2;2323;3118675;3120448;3120743
Methanopyraceae,Archaea,4,183713,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Methanomada group;Methanopyri;Methanopyrales;Methanopyraceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2283794;183988;68985;183713
Thermoflexibacteraceae,Bacteria,4,2762317,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Thermoflexibacteraceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;2762317
Thermosulfidibacteraceae,Bacteria,4,3120748,cellular organisms;Bacteria;Pseudomonadati;Thermosulfidibacterota;Thermosulfidibacteria;Thermosulfidibacterales;Thermosulfidibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;3123113;3118679;3120453;3120748
Thiofilaceae,Bacteria,4,2212440,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiofilaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;72273;2212440
Methanonatronarchaeaceae,Archaea,4,2202724,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Methanonatronarchaeia;Methanonatronarchaeales;Methanonatronarchaeaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;3366610;28890;171536;2202723;2202724
Aestuariirhabdaceae,Bacteria,4,2717330,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Aestuariirhabdaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135619;2717330
Tichowtungiaceae,Bacteria,4,2907186,cellular organisms;Bacteria;Pseudomonadati;PVC group;Kiritimatiellota;Tichowtungiia;Tichowtungiales;Tichowtungiaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;134625;2907184;2907185;2907186
Acanthopleuribacteraceae,Bacteria,4,533207,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;57723;533205;533206;533207
Candidatus Aeolococcaceae,Bacteria,4,3127005,cellular organisms;Bacteria;Bacillati;Candidatus Dormiibacterota;Candidatus Dormibacteria;Candidatus Aeolococcales;Candidatus Aeolococcaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;2052312;3126996;3127004;3127005
Abyssicoccaceae,Bacteria,3,3076164,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Abyssicoccaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;91061;1385;3076164
Candidatus Nucleicultricaceae,Bacteria,3,3399800,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Holosporales;Candidatus Nucleicultricaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;1921002;3399800
Methermicoccaceae,Archaea,3,660062,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methermicoccaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2290931;224756;94695;660062
Entophysalidaceae,Bacteria,3,1890482,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Entophysalidaceae,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family,131567;2;1783272;1798711;1117;3028117;1301283;1118;1890482
Candidatus Persebacteraceae,Bacteria,3,2806492,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Candidatus Tethybacterales;Candidatus Persebacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;2806486;2806492
Thermodesulforhabdaceae,Bacteria,3,3031641,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Syntrophobacteria;Syntrophobacterales;Thermodesulforhabdaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3024408;213462;3031641
Microvenatoraceae,Bacteria,3,2946505,cellular organisms;Bacteria;delta/epsilon subdivisions;Deltaproteobacteria;Bradymonadales;Microvenatoraceae,cellular root;domain;clade;class;order;family,131567;2;68525;28221;1779134;2946505
Minisyncoccaceae,Bacteria,3,3238476,cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Patescibacteria group;Microgenomates group;Candidatus Paceibacterota;Minisyncoccia;Minisyncoccales;Minisyncoccaceae,cellular root;domain;no rank;clade;clade;clade;phylum;class;order;family,131567;2;2323;1783234;1783273;1794810;1752724;3120113;3120114;3238476
Candidatus Anaerovoracibacteraceae,Bacteria,3,3004222,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Terriglobia;Bryobacterales;Candidatus Anaerovoracibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;57723;204432;332160;3004222
Candidatus Anammoxibacteraceae,Bacteria,3,2945014,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Candidatus Brocadiia;Candidatus Brocadiales;Candidatus Anammoxibacteraceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;203682;2517206;1127829;2945014
Picrophilaceae,Archaea,3,46630,cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Picrophilaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;3366610;2283796;183967;2301;46630
Rhizonemataceae,Bacteria,3,2782430,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Rhizonemataceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1161;2782430
Rhodoligotrophaceae,Bacteria,3,3149308,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodoligotrophaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;3149308
Candidatus Mariimomonadaceae,Bacteria,3,2910916,cellular organisms;Bacteria;Pseudomonadati;Nitrospirota;Thermodesulfovibrionia;Candidatus Mariimomonadales;Candidatus Mariimomonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;40117;2811502;2910915;2910916
Candidatus Mcinerneyibacteriaceae,Bacteria,3,2703813,cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Candidatus Macinerneyibacteriota;Candidatus Mcinerneyibacteria;Candidatus Mcinerneyibacteriales;Candidatus Mcinerneyibacteriaceae,cellular root;domain;no rank;clade;phylum;class;order;family,131567;2;2323;1783234;2703810;2703811;2703812;2703813
Thermithiobacillaceae,Bacteria,3,225059,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Acidithiobacillia;Acidithiobacillales;Thermithiobacillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1807140;225057;225059
Phaeocystidibacteraceae,Bacteria,3,3024550,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Phaeocystidibacteraceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;117743;200644;3024550
Ferrovibrionaceae,Bacteria,3,3120696,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Ferrovibrionales;Ferrovibrionaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;3120419;3120696
Antricoccaceae,Bacteria,3,2805401,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Geodermatophilales;Antricoccaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;1643682;2805401
Tepidibacteraceae,Bacteria,3,3120162,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Tepidibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;3082720;3120162
Candidatus Sifarchaeaceae,Archaea,3,2949323,cellular organisms;Archaea;Promethearchaeati;Candidatus Sifarchaeota;Candidatus Sifarchaeia;Candidatus Sifarchaeales;Candidatus Sifarchaeaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1935183;2792781;2949321;2949322;2949323
Flexibacteraceae,Bacteria,3,2762284,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Flexibacteraceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;2762284
Dialisteraceae,Bacteria,3,3120688,cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Veillonellales;Dialisteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;909932;1843489;3120688
Candidatus Thermofontiviventaceae,Bacteria,3,3377963,cellular organisms;Bacteria;Bacillati;Candidatus Sysuimicrobiota;Candidatus Sysuimicrobiia;Candidatus Sysuimicrobiales;Candidatus Thermofontiviventaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1448051;3377960;3377961;3377963
Candidatus Uabimicrobiaceae,Bacteria,3,2897348,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Candidatus Uabimicrobiia;Candidatus Uabimicrobiales;Candidatus Uabimicrobiaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;203682;2897345;2897347;2897348
Desulforegulaceae,Bacteria,3,3031623,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulforegulaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3024418;213118;3031623
Desulfurisporaceae,Bacteria,3,3064153,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfurisporaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;186802;3064153
Anthocerotibacteraceae,Bacteria,3,3079741,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Gloeobacterales;Anthocerotibacteraceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;307595;3079741
Desulfitibacteraceae,Bacteria,3,3039170,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Moorellales (nom. illeg.);Desulfitibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;3039167;3039170
Desulfocucumaceae,Bacteria,3,3023805,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfocucumaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;186802;3023805
Candidatus Hodarchaeaceae,Archaea,3,2798925,cellular organisms;Archaea;Promethearchaeati;Candidatus Hodarchaeota;Candidatus Hodarchaeia;Candidatus Hodarchaeales;Candidatus Hodarchaeaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1935183;2798906;2798913;2798919;2798925
Candidatus Epilineaceae,Bacteria,3,3140584,cellular organisms;Bacteria;Bacillati;Chloroflexota;Ardenticatenia;Candidatus Epilineales;Candidatus Epilineaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;200795;1382928;3140583;3140584
Candidatus Erginobacteraceae,Bacteria,3,3039686,cellular organisms;Bacteria;Pseudomonadati;PVC group;Candidatus Auribacterota;Candidatus Erginobacteria;Candidatus Erginobacterales;Candidatus Erginobacteraceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;2093364;3039682;3039685;3039686
Natranaerobiaceae,Bacteria,3,485255,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Natranaerobiales;Natranaerobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;485256;485255
Candidatus Hikarchaeaceae,Archaea,3,3397667,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Candidatus Hikarchaeia;Candidatus Hikarchaeales;Candidatus Hikarchaeaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;3366610;28890;124423;3397666;3397667
Halarsenatibacteraceae,Bacteria,3,3046411,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Halanaerobiales;Halarsenatibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;53433;3046411
Candidatus Effluviviaceae,Bacteria,3,3232316,cellular organisms;Bacteria;Candidatus Effluviviacota;Candidatus Effluviviaceae,cellular root;domain;phylum;family,131567;2;3232315;3232316
Candidatus Electryoneaceae,Bacteria,3,3039636,cellular organisms;Bacteria;Pseudomonadati;FCB group;Candidatus Electryoneota;Candidatus Electryoneia;Candidatus Electryoneales;Candidatus Electryoneaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783270;3031806;3039631;3039632;3039636
Oligosphaeraceae,Bacteria,3,1313209,cellular organisms;Bacteria;Pseudomonadati;PVC group;Lentisphaerota;Oligosphaeria;Oligosphaerales;Oligosphaeraceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;256845;1313207;1313208;1313209
Criblamydiaceae,Bacteria,3,412447,cellular organisms;Bacteria;Pseudomonadati;PVC group;Chlamydiota;Chlamydiia;Parachlamydiales;Criblamydiaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;204428;204429;1963360;412447
Ktedonosporobacteraceae,Bacteria,3,2692416,cellular organisms;Bacteria;Bacillati;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonosporobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;200795;388447;388448;2692416
Candidatus Oleimmundimicrobiaceae,Bacteria,2,2900661,cellular organisms;Bacteria;Bacillati;Actinomycetota;Candidatus Aquicultoria;Candidatus Subteraquimicrobiales;Candidatus Oleimmundimicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;2900646;2900652;2900661
Candidatus Parilichlamydiaceae,Bacteria,2,1293609,cellular organisms;Bacteria;Pseudomonadati;PVC group;Chlamydiota;Chlamydiia;Parachlamydiales;Candidatus Parilichlamydiaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;204428;204429;1963360;1293609
Stomatohabitantaceae,Bacteria,2,3128952,cellular organisms;Bacteria;Bacillati;Actinomycetota;Nitriliruptoria;Stomatohabitantales;Stomatohabitantaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;908620;3128951;3128952
Splendidivirgaceae,Bacteria,2,3153706,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Splendidivirgaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;3153706
Candidatus Foliamicaceae,Bacteria,2,3023562,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Candidatus Foliamicales;Candidatus Foliamicaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;3023561;3023562
Candidatus Gagatemarchaeaceae,Archaea,2,3345210,cellular organisms;Archaea;Thermoproteati;Nitrososphaerota;Nitrososphaerota incertae sedis;Candidatus Gagatemarchaeaceae,cellular root;domain;kingdom;phylum;no rank;family,131567;2157;1783275;651137;651142;3345210
Speluncibacteraceae,Bacteria,2,3121558,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Speluncibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85007;3121558
Candidatus Geothermocultoraceae,Bacteria,2,2900662,cellular organisms;Bacteria;Bacillati;Actinomycetota;Candidatus Aquicultoria;Candidatus Geothermocultorales;Candidatus Geothermocultoraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;2900646;2900653;2900662
