DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Viruses_genome_counts
Shigella_phage_ESh24_species_2950770	1
Kuttervirus_allotria_species_2846122	1
Mycobacterium_phage_Iceman_species_2927237	1
Mycobacterium_phage_IkeLoa_species_2927238	1
Kuttervirus_SeSz1_species_2846114	1
Kuttervirus_SenASZ3_species_2846116	1
Arthrobacter_phage_Jamun_species_2927239	1
Tequintavirus_Th1_species_2846119	1
Rosemountvirus_UPFBP2_species_2846120	1
Kuttervirus_aagejoakim_species_2846121	1
Kuttervirus_SP1_species_2846106	1
Psouhdivirus_limenecus_species_2845981	1
Plant_associated_viroid-like_circular_RNA_4_species_2950863	1
Plant_associated_viroid-like_circular_RNA_3_species_2950862	1
Gemykolovirus_gopha2_species_2844614	1
Plant_associated_viroid-like_circular_RNA_2_species_2950861	1
Psouhdivirus_limicola_species_2845982	1
Plant_associated_viroid-like_circular_RNA_1_species_2950860	1
Gemykolovirus_gopha1_species_2844613	1
Plant_associated_virga-like_virus_1_species_2950858	1
Psouhdivirus_limihabitans_species_2845983	1
Psouhdivirus_pedohabitans_species_2845984	1
Plant_associated_caulimovirus_1_species_2950857	1
Plant_associated_botourmia-like_virus_2_species_2950856	1
Plant_associated_virga-like_virus_2_species_2950859	1
Plant_associated_sequivirus_2_species_2950830	1
Pujohnavirus_chthonovivens_species_2845998	1
Pujohnavirus_geoadaptatum_species_2845999	1
Pujohnavirus_geocola_species_2846000	1
Pujohnavirus_geoenecus_species_2846001	1
Pujohnavirus_geohabitans_species_2846002	1
Pujohnavirus_geovicinum_species_2846003	1
Pujohnavirus_geovivens_species_2846004	1
Plant_associated_sequivirus_1_species_2950829	1
Pujohnavirus_soladaptatum_species_2846005	1
Plant_associated_waikavirus_2_species_2950865	1
Plant_associated_deltapartitivirus_6_species_2950824	1
Psimevirus_caenivicinum_species_2845973	1
Psimevirus_pedocola_species_2845974	1
Psittacine_siadenovirus_E_species_2845977	1
Gemykibivirus_haeme1_species_2844575	1
Psoetuvirus_pedenecus_species_2845978	1
Psouhdivirus_caenivivens_species_2845979	1
Psouhdivirus_limadaptatum_species_2845980	1
Plant_associated_potexvirus_1_species_2950828	1
Tomato_alphanucleorhabdovirus_1_species_2950883	1
Littlefixvirus_littlefix_species_2845959	1
Pbunavirus_PA01_species_2845960	1
Knuthellervirus_PMBT14_species_2845962	1
Tomato_albetovirus_1_species_2950882	1
Taraxacum_viroid-like_circular_RNA_1_species_2950881	1
Gemykolovirus_easlu1_species_2844611	1
Taraxacum_cytorhabdovirus_1_species_2950880	1
Gemykolovirus_derva1_species_2844610	1
Plant_associated_botourmia-like_virus_1_species_2950855	1
Gemykolovirus_citas1_species_2844609	1
Pbunavirus_S1_species_2845965	1
Pbunavirus_SL1_species_2845966	1
Zicotriavirus_ZC03_species_2845967	1
Taraxacum_betanucleorhabdovirus_1_species_2950879	1
Rumex_potyvirus_1_species_2950878	1
Zicotriavirus_ZC08_species_2845968	1
Pbunavirus_R12_species_2845963	1
Plant_associated_alphaendornavirus_1_species_2950854	1
Tomato_betanucleorhabdovirus_2_species_2950851	1
Tomato_betanucleorhabdovirus_1_species_2950850	1
Psouhdivirus_pedovicinum_species_2845985	1
Pterovirus_chulinense_species_2845986	1
Ephemerovirus_puchong_species_2845987	1
Picris_betanucleorhabdovirus_1_species_2950849	1
Pastinaca_cytorhabdovirus_1_species_2950847	1
Puduphavirus_pedovivens_species_2845989	1
Novo_Mesto_iflavirus_1_species_2950846	1
Tomato_associated_bunya-like_virus_1_species_2950885	1
Gemykolovirus_echia1_species_2844612	1
Warsawvirus_3MF5_species_2845954	1
Tomato_associated_alphaendornavirus_1_species_2950884	1
Pudlivirus_limivicinum_species_2845988	1
Mydovirus_Ro1_species_2846052	1
Rehihmevirus_terrenecus_species_2846054	1
Koper_noda-like_virus_4_species_2950803	1
Rehudzovirus_terrihabitans_species_2846055	1
Koper_noda-like_virus_3_species_2950802	1
Rhizoctonia_rhizoulivirus_species_2846057	1
Rhizoctonia_solani_orthocurvulavirus_1_species_2846058	1
Pujohnavirus_chthonovicinum_species_2845997	1
Radbaivirus_telluricola_species_2846026	1
Koper_noda-like_virus_2_species_2950801	1
Radbaivirus_tellurihabitans_species_2846027	1
Alphahymrhavirus_radians_species_2846028	1
Rainacovirus_pelenecus_species_2846029	1
Koper_noda-like_virus_1_species_2950800	1
Rainacovirus_pelocola_species_2846030	1
Rainacovirus_pelohabitans_species_2846031	1
Rainacovirus_pelovicinum_species_2846032	1
Radbaivirus_tellurenecus_species_2846025	1
Novo_Mesto_dicistrovirus_1_species_2950810	1
Ljubljana_dicistrovirus_1_species_2950809	1
Koper_totivirus_2_species_2950807	1
Cimandefvirus_Ggerry_species_2846046	1
Koper_totivirus_1_species_2950806	1
Cimandefvirus_heva_species_2846048	1
Novo_Mesto_picornavirus_1_species_2950805	1
Koper_picorna-like_virus_1_species_2950804	1
Firingavirus_RSK1_species_2846049	1
Pyricularia_scleroulivirus_3_species_2846016	1
Qeihnovirus_defluviicola_species_2846017	1
Cichorium_alphacarmovirus_1_species_2950839	1
Qeihnovirus_luticola_species_2846018	1
Qeihnovirus_lutihabitans_species_2846019	1
Calystegia_geminivirus_1_species_2950837	1
Plant_associated_tombus-like_virus_2_species_2950835	1
Plant_associated_tobamo-like_virus_1_species_2950833	1
Gemykibivirus_haeme3_species_2844577	1
Qeihnovirus_lutivicinum_species_2846020	1
Rainacovirus_tellurivicinum_species_2846033	1
Qeihnovirus_lutivivens_species_2846021	1
Qeihnovirus_peladaptatum_species_2846022	1
Puhrivirus_limivivens_species_2845990	1
Puirovirus_lutadaptatum_species_2845991	1
Puirovirus_lutenecus_species_2845992	1
Pujohnavirus_chthonadaptatum_species_2845993	1
Pujohnavirus_chthonenecus_species_2845994	1
Pujohnavirus_chthonocola_species_2845995	1
Plant_associated_sequivirus_3_species_2950831	1
Pujohnavirus_chthonohabitans_species_2845996	1
Plant_associated_soymovirus_1_species_2950832	1
Rainacovirus_tellurivivens_species_2846034	1
Rainacovirus_terradaptatum_species_2846035	1
Rainacovirus_terricola_species_2846036	1
Rajidapivirus_A_species_2846037	1
Anchaingvirus_anchaing_species_2846038	1
Mercurialis_orthotospovirus_1_species_2950845	1
Gemykibivirus_haeme4_species_2844578	1
Rumex_macluravirus_1_species_2950844	1
Cimandefvirus_cimandef_species_2846040	1
Mentha_macluravirus_1_species_2950843	1
Betascleroulivirus_pyriculariae_species_2846015	1
Pujohnavirus_solenecus_species_2846006	1
Pujohnavirus_solicola_species_2846007	1
Erysiphe_necator_ourmia-like_virus_82_species_2950842	1
Pujohnavirus_solihabitans_species_2846008	1
Pujohnavirus_solivicinum_species_2846009	1
Convolvulus_aureusvirus_1_species_2950841	1
Pujohnavirus_solivivens_species_2846010	1
Pujohnavirus_telluradaptatum_species_2846011	1
Pygoscepivirus_A_species_2846013	1
Pyricularia_penoulivirus_species_2846014	1
Cirsium_cytorhabdovirus_1_species_2950840	1
Gordonia_phage_NovaSharks_species_2927258	1
Triavirus_st78_species_2846380	1
Mycobacterium_phage_OmniCritical_species_2927259	1
Peeveelvirus_tp3101_species_2846381	1
Triavirus_tp3102_species_2846382	1
Stehlmavirus_lutihabitans_species_2846383	1
Escherichia_phage_A51.2_species_2950726	1
Stehnavirus_chorenecus_species_2846384	1
Stehnavirus_chorohabitans_species_2846385	1
Stehnavirus_chorovicinum_species_2846386	1
Stehnavirus_lutivicinum_species_2846387	1
Escherichia_phage_vB_EcoS_Zar3M_species_2924881	1
Menderavirus_mendera_species_2846389	1
Menderavirus_moby_species_2846390	1
Triavirus_st1_species_2846376	1
Fusobacterium_phage_JD-Fnp1_species_2950463	1
Salmonella_phage_pse-D34_species_2950462	1
Arthrobacter_phage_NathanVaag_species_2927255	1
Gemyduguivirus_arteca1_species_2844536	1
Salmonella_phage_nctD30_species_2950461	1
Biseptimavirus_st22_species_2846377	1
Salmonella_phage_CTH7_species_2950460	1
Bacillus_phage_vB_BceS_LY1_species_2950459	1
Bacillus_phage_vB_BceP_LY3_species_2950458	1
Gemycircularvirus_willde1_species_2844535	1
Triavirus_st5_species_2846379	1
Mycobacterium_phage_NoShow_species_2927257	1
Bacillus_phage_vB_BceH_LY2_species_2950457	1
Triavirus_st30_species_2846378	1
Saccharomyces_cerevisiae_killer_virus_M1_species_12450	1
Barley_yellow_mosaic_virus_species_12465	1
Barley_mild_mosaic_virus_species_12466	1
Solanum_nodiflorum_mottle_virus_species_12471	1
Phietavirus_sebago_species_2846290	1
Velvet_tobacco_mottle_virus_species_12473	1
Vibrio_phage_vB_VpaS_CHI_species_2950474	1
Vibrio_phage_vB_VpaS_ALK_species_2950473	1
Coconut_foliar_decay_virus_species_12474	1
Vibrio_phage_vB_VpaP_M9_species_2950472	1
Coventryvirus_SP120_species_2846286	1
Coventryvirus_SP197_species_2846287	1
Subterranean_clover_mottle_virus_species_12472	1
Coventryvirus_SpT152_species_2846291	1
Phietavirus_StauST3981_species_2846292	1
Triavirus_StauST3982_species_2846293	1
Phietavirus_StauST3983_species_2846294	1
Biseptimavirus_StauST3984_species_2846295	1
Phietavirus_StauST3985_species_2846296	1
Sugarcane_bacilliform_virus_species_12435	1
Dubowvirus_TEM126_species_2846297	1
Phietavirus_UPMK2_species_2846298	1
Triavirus_fPfSau02_species_2846300	1
Triavirus_tv2958PVL_species_2846301	1
Triavirus_tv2_species_2846302	1
Phietavirus_JB_species_2846372	1
Thehlovirus_edaphovicinum_species_2846438	1
Thidevirus_edaphovivens_species_2846439	1
Thiuhmevirus_pedadaptatum_species_2846440	1
Thiwvovirus_asienecus_species_2846441	1
Thiyevirus_asiocola_species_2846442	1
Mycobacterium_phage_Maby2021_species_2927250	1
Thobivirus_asiohabitans_species_2846443	1
Thurisazvirus_myis_species_2846444	1
Thyrsuvirus_pedocola_species_2846445	1
Gemyduguivirus_austo1_species_2844537	1
Suhnsivirus_lutivivens_species_2846413	1
Aorunvirus_EE36phi1_species_2846414	1
Halyomorpha_halys_toti-like_virus_1_species_2950335	1
Raunefjordenvirus_CB2047B_species_2846415	1
Surghavirus_arvenecus_species_2846416	1
Surghavirus_arvihabitans_species_2846417	1
Swihdzovirus_paludicola_species_2846418	1
Halyomorpha_halys_reo-like_associated_virus_1_species_2950334	1
Halyomorpha_halys_orthomyxo-like_virus_1_species_2950333	1
Suhnsivirus_arvicola_species_2846412	1
Merhavirus_tritaeniorhynchus_species_2846576	1
Tropivirus_B_species_2846578	1
Klebsiella_phage_KpnS_VR6602_species_2920967	1
Trucevirus_pedenecus_species_2846579	1
Klebsiella_phage_KpnP_VR7901_species_2920964	1
Gordonia_phage_LilyPad_species_2927247	1
Klebsiella_phage_KpnP_VR702_species_2920963	1
Tehnicivirus_edaphenecus_species_2846430	1
Kungbxnavirus_pT24_species_2846436	1
Tehnicivirus_edaphohabitans_species_2846432	1
Tehnicivirus_pelovicinum_species_2846433	1
Gordonia_phage_LittleMunchkin_species_2927248	1
Tehuhdavirus_pelovivens_species_2846434	1
Klebsiella_phage_KpnP_VR4605_species_2920962	1
Microbacterium_phage_Loca_species_2927249	1
Tehnicivirus_edaphocola_species_2846431	1
Vibrio_phage_vB_VpaP_C2_species_2950469	1
Fusobacterium_phage_JD-Fnp6_species_2950468	1
Streptomyces_virus_StarPlatinum_species_2846404	1
Fusobacterium_phage_JD-Fnp5_species_2950467	1
Microbacterium_phage_Marcie_species_2927251	1
Fusobacterium_phage_JD-Fnp4_species_2950466	1
Manuelvirus_wrighton_species_2846405	1
Gemyduguivirus_bemta1_species_2844538	1
Fusobacterium_phage_JD-Fnp3_species_2950465	1
Halyomorpha_halys_negev-like_virus_1_species_2950332	1
Streptomyces_virus_Wofford_species_2846407	1
Stupavirus_arvadaptatum_species_2846409	1
Stupavirus_chorovivens_species_2846410	1
Mycobacterium_phage_McGee_species_2927252	1
Sigmavirus_sturtevanti_species_2846411	1
Mycobacterium_phage_MelsMeow_species_2927253	1
Fusobacterium_phage_JD-Fnp2_species_2950464	1
Coventryvirus_SP441_species_2846374	1
Triavirus_st121mssa_species_2846375	1
Deltatectivirus_wheeheim_species_2846406	1
Betapaprhavirus_sylvina_species_2846419	1
Taceavirus_wenlingense_species_2846420	1
Tahluvirus_peladaptatum_species_2846423	1
Tamanovirus_pelenecus_species_2846424	1
Tapikevirus_pelocola_species_2846425	1
Gemyduguivirus_draga1_species_2844539	1
Teciucevirus_pelohabitans_species_2846426	1
Tehdravirus_arvivicinum_species_2846427	1
Tehmuvirus_arvivivens_species_2846428	1
Tehnexuvirus_edaphadaptatum_species_2846429	1
Vibrio_phage_vB_VpaP_M3_species_2950470	1
Halyomorpha_halys_ifla-like_virus_2_species_2950331	1
Borockvirus_brock_species_2846393	1
Annadreamyvirus_blueeyedbeauty_species_2846394	1
Deltatectivirus_forthebois_species_2846397	1
Halyomorpha_halys_ifla-like_virus_1_species_2950330	1
Streptomyces_virus_LukeCage_species_2846402	1
Manuelvirus_manuel_species_2846403	1
Halyomorpha_halys_erranti-like_virus_1_species_2950329	1
Vibrio_phage_vB_VpaP_M83_species_2950471	1
Pokkenvirus_pokken_species_2846391	1
Skrubnovirus_agrihabitans_species_2846234	1
Setohruvirus_borborocola_species_2846188	1
Sexopuavirus_agricola_species_2846190	1
Seybrovirus_borborohabitans_species_2846191	1
Shigella_phage_ESh12_species_2950759	1
Shigella_phage_ESh10_species_2950758	1
Shigella_phage_ESh1_species_2950757	1
Coventryvirus_SP276_species_2846288	1
Ixodes_ricinus_sobemo-like_virus_1_species_2950738	1
Alphadrosrhavirus_shayang_species_2846193	1
Ixodes_ricinus_picorna-like_virus_1_species_2950737	1
Sigmavirus_shayang_species_2846195	1
Gemykibivirus_canfam1_species_2844564	1
Ixodes_ricinus_orinovirus-like_virus_1_species_2950736	1
Ixodes_ricinus_noda-like-virus_1_species_2950735	1
Shebanavirus_borborovicinum_species_2846196	1
Shigella_phage_ESH35_species_2950756	1
Sholavirus_caenihabitans_species_2846212	1
Sholavirus_caenivicinum_species_2846213	1
Sholavirus_caenivivens_species_2846214	1
Shomudavirus_limadaptatum_species_2846215	1
Gemykibivirus_cynas1_species_2844567	1
Shopitevirus_limenecus_species_2846216	1
Shigella_phage_ESh15_species_2950760	1
Shuravirus_limihabitans_species_2846218	1
Sida_yellow_vein_Vietnam_betasatellite_1_species_2846224	1
Sidiruavirus_agrenecus_species_2846226	1
Sincthavirus_limivicinum_species_2846231	1
Gemykibivirus_cybusi1_species_2844566	1
Huelvavirus_ort11_species_2846232	1
Skhembuvirus_limivivens_species_2846233	1
Shuravirus_limicola_species_2846217	1
Dermacentor_reticulatus_rhabdovirus_1_species_2950732	1
Dermacentor_reticulatus_pestivirus-like_virus_1_species_2950731	1
Helicobacter_phage_HPy1R_species_2924879	1
Muldoonvirus_PS2_species_2846184	1
Gemykibivirus_blabi1_species_2844561	1
Parlovirus_parlo_species_2846185	1
Tequatrovirus_zeezeethirty_species_2846186	1
Setohruvirus_agradaptatum_species_2846187	1
Gemykibivirus_bovas1_species_2844563	1
Gemykibivirus_bemta1_species_2844560	1
Gemykibivirus_badas1_species_2844559	1
Escherichia_phage_W115_species_2950728	1
Scarabeuvirus_hubeiense_species_2846149	1
Gemykibivirus_anima1_species_2844558	1
Escherichia_phage_I29_species_2950727	1
Scarabeuvirus_lampyris_species_2846150	1
Scarabeuvirus_lishiense_species_2846151	1
Gemygorvirus_stara1_species_2844555	1
Sclerotimonavirus_alphaplasmoparae_species_2846153	1
Warwickvirus_JK16_species_2846198	1
Tequatrovirus_jaykay_species_2846199	1
Agtrevirus_MK13_species_2846200	1
Tequatrovirus_sh7_species_2846201	1
Tequatrovirus_shfml11_species_2846203	1
Tequatrovirus_shfml26_species_2846204	1
Tunavirus_Sfin3_species_2846206	1
Shihmovirus_borborovivens_species_2846208	1
Muldoonvirus_muldoon_species_2846182	1
Sdenfavirus_asiovicinum_species_2846170	1
Sdonativirus_humihabitans_species_2846171	1
Sdribtuvirus_humivicinum_species_2846172	1
Gemykibivirus_blaro1_species_2844562	1
Sehcovirus_asiovivens_species_2846174	1
Sehcovirus_humivivens_species_2846175	1
Sehpovirus_borboradaptatum_species_2846176	1
Ixodes_ricinus_bunyavirus-like_virus_1_species_2950734	1
Semodevirus_borborenecus_species_2846177	1
Dermacentor_reticulatus_uukuvirus_species_2950733	1
Sculuvirus_humenecus_species_2846169	1
Dubowvirus_HSA84_species_2846257	1
Rockefellervirus_IME134801_species_2846259	1
Gemykibivirus_galga3_species_2844572	1
Biseptimavirus_IME136101_species_2846260	1
Peeveelvirus_JS01_species_2846261	1
Escherichia_phage_vB_EcoS_L-h_1M_species_2924880	1
Gemykibivirus_galga2_species_2844571	1
Biseptimavirus_P630_species_2846267	1
Biseptimavirus_P954_species_2846268	1
Peeveelvirus_PV83_species_2846269	1
Peeveelvirus_PVL108_species_2846270	1
Gemykibivirus_galga1_species_2844570	1
Triavirus_LH1_species_2846263	1
Dubowvirus_SP5_species_2846289	1
Triavirus_R1988_species_2846272	1
Phietavirus_ROSA_species_2846273	1
Biseptimavirus_SA1014ruMSSAST7_species_2846274	1
Triavirus_SA137ruMSSAST121PVL_species_2846275	1
Phietavirus_SA13_species_2846276	1
Biseptimavirus_SA345ruMSSAST8_species_2846277	1
Dubowvirus_SA75_species_2846278	1
Peeveelvirus_SA780ruMSSAST101_species_2846279	1
Peeveelvirus_SA7_species_2846280	1
Dubowvirus_SA97_species_2846281	1
Phietavirus_SAP27_species_2846283	1
Garlic_virus_D_species_12430	1
Garlic_virus_C_species_12431	1
Garlic_virus_B_species_12432	1
Garlic_virus_A_species_12433	1
Peeveelvirus_CN125_species_2846255	1
Rockefellervirus_CNPx_species_2846256	1
Phietavirus_B236_species_2846252	1
Biseptimavirus_BU01_species_2846253	1
Dubowvirus_baqsau1_species_2846254	1
Shihovirus_caenadaptatum_species_2846209	1
Shihwivirus_caenenecus_species_2846210	1
Sholavirus_caenicola_species_2846211	1
Gemykibivirus_draga1_species_2844568	1
Peeveelvirus_PVL_species_2846271	1
Smudhfivirus_lutadaptatum_species_2846235	1
Snuwdevirus_agrivicinum_species_2846236	1
Soetuvirus_lutenecus_species_2846237	1
Sorghum_mastrevirus_associated_alphasatellite_species_2846239	1
Sperdavirus_luticola_species_2846241	1
Sphonivirus_agrivivens_species_2846242	1
Phietavirus_B166_species_2846251	1
Sphonivirus_chorocola_species_2846244	1
Escherichia_phage_A4_species_2950725	1
Gemykibivirus_echi1_species_2844569	1
Triavirus_tv15644_species_2846247	1
Biseptimavirus_bv23MRA_species_2846248	1
Peeveelvirus_pv3AJ2017_species_2846249	1
Phietavirus_pv3MRA_species_2846250	1
Enterococcus_phage_Sw5_species_2950724	1
Sphonivirus_choradaptatum_species_2846243	1
Tick-associated_circular_virus-5_species_2951487	1
Niuhvovirus_limivicinum_species_2845685	1
Gihfavirus_pelohabitans_species_2844652	1
Tick-associated_circular_virus-2_species_2951484	1
Sichuan_tick-associated_circovirus_4_species_2951471	1
Sichuan_tick-associated_circovirus_3_species_2951470	1
Sichuan_tick-associated_circovirus_1_species_2951468	1
Niuhvovirus_limivivens_species_2845686	1
Zurivirus_zuri_species_2845969	1
Gihfavirus_geohabitans_species_2844651	1
Noehsivirus_tellurivicinum_species_2845691	1
Noehsivirus_tellurivivens_species_2845692	1
Gifriavirus_ruminicola_species_2844650	1
Nuihimevirus_lutadaptatum_species_2845693	1
Ravarandavirus_rv2AV2_species_2845688	1
Ollusvirus_insectii_species_2845710	1
Glyciruvirus_geovivens_species_2844655	1
Neofusicoccum_penoulivirus_species_2845675	1
Neratovirus_caenihabitans_species_2845676	1
Niankuvirus_caenivicinum_species_2845678	1
Nicedsevirus_caenivivens_species_2845679	1
Nihucivirus_limihabitans_species_2845684	1
Glyciruvirus_geovicinum_species_2844654	1
Nigecruvirus_ixodes_species_2845680	1
Niginuvirus_limadaptatum_species_2845681	1
Nihlwovirus_limenecus_species_2845682	1
Nihlwovirus_limicola_species_2845683	1
Glincaevirus_pelovicinum_species_2844653	1
Pseudomonas_phage_vB_PaeP_4034_species_2951360	1
Nahrudavirus_borborovivens_species_2845664	1
Pseudomonas_phage_vB_PputP_LNA10_species_2924910	1
Nahsuvirus_caenadaptatum_species_2845665	1
Mycobacterium_virus_TChen_species_2845657	1
Nahsuvirus_telluradaptatum_species_2845666	1
Nahsuvirus_telluricola_species_2845667	1
Mimivirus_argentum_species_2923328	1
Mycobacterium_virus_ThetaBob_species_2845658	1
Sigmavirus_myga_species_2845659	1
Gernuduvirus_geoenecus_species_2844649	1
Nadsecevirus_borborocola_species_2845661	1
Nahjiuvirus_borborohabitans_species_2845662	1
Nahjiuvirus_borborovicinum_species_2845663	1
Myriavirus_myriapedis_species_2845660	1
Pseudomonas_phage_vB_PaeM_RP7_species_2951339	1
Pseudomonas_phage_vB_PaeM_RP6_species_2951338	1
Pseudomonas_phage_vB_PaeM_RP15_species_2951337	1
Olmsdivirus_lutivivens_species_2845714	1
Omohevirus_peladaptatum_species_2845715	1
Pseudomonas_phage_vB_PaeM_RP14_species_2951336	1
Ollusvirus_hymenopteri_species_2845709	1
