genus,census_otu_count,census_size_count,otu_percentage,size_percentage,gtdb_genome_count,gtdb_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,coverage_percentage,novelty_factor,overrepresentation_factor,direct_matches,lineage_matches,total_matches,match_status
CANGUX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAOARK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAJFLK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Litoribacterium,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANQFV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAAZLT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
GCF-000287335,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAOZFZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAJRYB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACOZQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAPLSR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAISXZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUYFS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
QHYP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGGVC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
VGRA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAMDAJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAJOGA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DYGG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAOAHC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
SZUA-1515,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
PUMZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAEWVL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CALGBJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACPFG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGHDA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANQIR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAATFS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DYFS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JASBTO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAIBAQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
M1806,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACQYA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAATEZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALOOE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHFQI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Albibacillus,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACOSU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
GCA-2725955,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACQVW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAFAIW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAKFWF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGFJO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACPKC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DSAR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
VFZS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANWIO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAPKEQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACZUY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGOUU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANQPJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
SHWB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAISSD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGVQG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUYJS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAPLGF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAFGDT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUYPG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGGXQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
GCA-002718655,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAIYCT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAJDJB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
J060,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CATQHL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JADLCX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CABSLJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAIPJO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JADFXB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAKZPI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQCKO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANQLU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGVGK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAICUY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
WALR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JARKNX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHFBM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACPAV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CALVLZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALVYZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAITVB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUYED01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
GCA-2711625,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHJSX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAFGRB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHXHF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACREH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JARRCS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUIHT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JABDMM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAKOVR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
WRLL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CANNJI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
UBA6094,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAMHGU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
RI-212,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAITOE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAJDGO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
WUQV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUQPO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
WRFY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CALAJQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGLWP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
G020353235,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACCXG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACQSU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAOUNW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
BRH-c57,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAERMQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Clostridium_AC,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
AC-16,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
ZLKRG46,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DUQB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JADGBV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAOUDE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JABAAI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAAXWY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAAYPU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGHCH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAFIGB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGQLW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
SDU3-3,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHBUY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUHXU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAPLWZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JADZAD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQBTY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CSSED11-181,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Natronoglycomyces,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JARXWG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DYFT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Hinthialibacter,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAFAFZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALEMS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
T1Sed10-97,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANQJW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANQQG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
PDOX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAKZPS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DYOT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALVAT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACPAG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAFGBA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Bu12,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
SCUL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
GCA-2716945,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Staphylospora,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHFDA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAAZMR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACPCQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Alteripontixanthobacter,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
BS150m-G59,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACQBO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALRJA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQTNM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DAIETC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JABDBU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Maribacillus,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACQBK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JADMIN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGQNT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHEIJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JALVIB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JADLDV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUPVU01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQGMJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
GCA-016699085,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
FEN-1173,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
WGLV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAPONP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAGWNR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUHXA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAIBAD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAAYZI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAOZPD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUIKJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQBPP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CALLPQ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JABDBN01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Nanobdella,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JABDLV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAMLDH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
SIG530,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Paenibacillus_AK,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
AA29,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAPLFM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANWZO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAMCWL01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANXMC01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANYLB01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACPXA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CALIMH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAFGRA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
QHXZ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQGJA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACQSY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
SZUA-486,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
Pla163,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CALCNS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
VFJJ01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CALCTE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAJOKO01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAPLHP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DAOVFR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAFRXK01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAIORA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAJWTS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
SLSY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQTNA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUYKW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAANXG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
PWGF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JACQXA01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANXXE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHQVI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAJDES01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CAJXOW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAPYTY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAHFCY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
UBA5559,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAOTWM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAFDGP01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JANQJF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
OFTM12,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAQVJI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
RGIG989,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAMDEE01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
VGXG01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAOXRY01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAMJFX01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
OFTM247,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
4484-211,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAENYD01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
GCA-2733575,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
RGIG3495,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CACZRW01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
RGIG3178,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CACZNT01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CALCNF01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAFGDS01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAITGI01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAACPR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
DAOVGM01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
SHYH01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
RYN-427,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
CALMIR01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
JAUVUV01,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,gtdb_only
