genus,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,taxid_matches,lineage_matches,total_matches,match_status,domain,coverage_percentage
Pythium_ultimum.Mitochondria,72,297,0.03,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Cytophagales.U.genus,72,137,0.03,0.01,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Terasakiellaceae.U.genus,73,222,0.03,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Anaplasmataceae.U.genus,73,235,0.03,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Grateloupia_livida.Mitochondria,73,246,0.03,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Clostridiaceae.U.genus,74,215,0.03,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Gracilaria_edulis.Mitochondria,74,260,0.03,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Spirosomaceae.U.genus,75,231,0.03,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Hydrothermae.U.genus,75,438,0.03,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Thermoprotei.U.genus,75,414,0.03,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Neogoniolithon_spectabile.Mitochondria,75,306,0.03,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Nitrospinaceae.U.genus,77,456,0.03,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Euzebyaceae.U.genus,77,230,0.03,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Opitutaceae.U.genus,78,836,0.03,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Marinifilaceae.U.genus,115,384,0.04,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Pyropia_haitanensis.Chloroplast,116,335,0.04,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Competibacteraceae.U.genus,86,253,0.03,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Thioalkalispiraceae.U.genus,86,206,0.03,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Rhodospirillaceae.U.genus,88,334,0.03,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Desulfovibrionaceae.U.genus,88,261,0.03,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Vampirovibrionales.U.genus,91,308,0.03,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Scalinduaceae.U.genus,91,611,0.03,0.05,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Haloferacaceae.U.genus,92,199,0.04,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Bacteriovoracaceae.U.genus,93,342,0.04,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Cellvibrionaceae.U.genus,93,217,0.04,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Desulfococcaceae.U.genus,94,276,0.04,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Sutterellaceae.U.genus,95,756,0.04,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Methanosarcinales.U.genus,96,428,0.04,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Frankiales.U.genus,96,430,0.04,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Limnochordaceae.U.genus,98,224,0.04,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Methylacidiphilaceae.U.genus,132,1158,0.05,0.1,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Moduliflexus.U.genus,133,311,0.05,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Poribacteria.U.genus,100,508,0.04,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Kallotenuales.U.genus,101,222,0.04,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Nitrospinota.U.genus,102,372,0.04,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Caulobacteraceae.U.genus,104,705,0.04,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Syntrophales.U.genus,105,814,0.04,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Pedomicrobium,105,714,0.04,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Sporomusaceae.U.genus,107,238,0.04,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Cloacimonetes.U.genus,107,429,0.04,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Malawimonas_jakobiformis.Mitochondria,107,309,0.04,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Moraxellaceae.U.genus,108,408,0.04,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Sclerotinia_borealis.Mitochondria,108,711,0.04,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Defluviitaleaceae.U.genus,109,323,0.04,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Neisseriaceae.U.genus,110,288,0.04,0.02,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Holophagaceae.U.genus,111,536,0.04,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Hydrothermarchaeota.U.genus,146,536,0.06,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Micropepsaceae.U.genus,146,1257,0.06,0.11,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Chloroflexia.U.genus,117,365,0.04,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Phaselicystis,118,541,0.04,0.05,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Blastocatella,120,368,0.05,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Desulfobulbales.U.genus,121,311,0.05,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Acanthamoeba_sp.Mitochondria,121,384,0.05,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Propionibacteriaceae.U.genus,122,617,0.05,0.05,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Ectothiorhodospiraceae.U.genus,123,864,0.05,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Rhynchosporium_orthosporum.Mitochondria,123,616,0.05,0.05,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Blattabacteriaceae.U.genus,123,382,0.05,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Spongiibacteraceae.U.genus,125,497,0.05,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Methanomassiliicoccales.U.genus,125,860,0.05,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Thecamonas_trahens.Mitochondria,125,480,0.05,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Verrucomicrobiaceae.U.genus,127,830,0.05,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Spirochaetota.U.genus,130,530,0.05,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
uncultured_bacterium.Chloroplast,157,693,0.06,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Kiloniellaceae.U.genus,159,513,0.06,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Nitrospirota.U.genus,135,650,0.05,0.05,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Peptostreptococcaceae.U.genus,136,471,0.05,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Chloroflexaceae.U.genus,137,436,0.05,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Steroidobacteraceae.U.genus,137,1138,0.05,0.1,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Altiarchaeales.U.genus,137,612,0.05,0.05,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Coriobacteriia.U.genus,138,674,0.05,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Actinomarinaceae.U.genus,139,1671,0.05,0.14,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Chitinivibrionia.U.genus,141,359,0.05,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Chthonomonadales.U.genus,142,406,0.05,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Tectomicrobia.U.genus,144,487,0.05,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Obscuribacterales.U.genus,144,521,0.05,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Porticoccaceae.U.genus,145,717,0.06,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Williamwhitmaniaceae.U.genus,145,555,0.06,0.05,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Methanomethylophilaceae.U.genus,145,635,0.06,0.05,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Leptolyngbyaceae.U.genus,181,581,0.07,0.05,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Margulisbacteria.U.genus,182,450,0.07,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Amoebophilaceae.U.genus,146,485,0.06,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Nanoarchaeota.U.genus,147,379,0.06,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Sericytochromatia.U.genus,148,488,0.06,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Desulfobacteraceae.U.genus,149,428,0.06,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Berkeleya_fennica.Mitochondria,149,667,0.06,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Izemoplasmatales.U.genus,150,696,0.06,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Dadabacteria.U.genus,150,944,0.06,0.08,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Rhynchosporium_secalis_(leaf_blotch_of_barley).Mitochondria,151,912,0.06,0.08,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
uncultured_marine_eukaryote.Chloroplast,152,760,0.06,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Sumerlaeia.U.genus,154,308,0.06,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Geminicoccaceae.U.genus,155,757,0.06,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Symbiobacteriaceae.U.genus,156,505,0.06,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Methylococcales.U.genus,157,820,0.06,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Acidobacteriaceae.U.genus,157,1021,0.06,0.09,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Annulohypoxylon_stygium.Mitochondria,214,926,0.08,0.08,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Atribacterota.U.genus,215,1295,0.08,0.11,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Echinochloa_colona.Mitochondria,159,869,0.06,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Hydrogenophilaceae.U.genus,162,585,0.06,0.05,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Spongospora_subterranea.Mitochondria,164,643,0.06,0.05,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Limnochordia.U.genus,166,489,0.06,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Zasmidium_cellare.Mitochondria,168,950,0.06,0.08,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Odinarchaeia.U.genus,169,511,0.06,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Burkholderiaceae.U.genus,173,497,0.07,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Chthoniobacterales.U.genus,174,848,0.07,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Halieaceae.U.genus,174,1011,0.07,0.08,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Methylophilaceae.U.genus,175,2691,0.07,0.23,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Geobacteraceae.U.genus,176,589,0.07,0.05,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Leptospiraceae.U.genus,178,785,0.07,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Arenicellaceae.U.genus,178,628,0.07,0.05,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Verrucomicrobiales.U.genus,181,812,0.07,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Dysgonomonadaceae.U.genus,249,494,0.09,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Comamonadaceae.U.genus,251,1517,0.1,0.13,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Hyphomonadaceae.U.genus,183,734,0.07,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Babeliaceae.U.genus,184,425,0.07,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Peptococcaceae.U.genus,186,429,0.07,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Nitzschia_alba_(marine_diatom).Mitochondria,192,925,0.07,0.08,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Bradymonadales.U.genus,196,769,0.07,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Holosporaceae.U.genus,197,856,0.08,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Oxalobacteraceae.U.genus,201,725,0.08,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Entomoplasmatales.U.genus,202,604,0.08,0.05,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Armatimonadales.U.genus,206,644,0.08,0.05,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Fibrobacteraceae.U.genus,207,856,0.08,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Bipolaricaulota.U.genus,211,1032,0.08,0.09,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Halobacteria.U.genus,211,707,0.08,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Eubacteriales.U.genus,212,328,0.08,0.03,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Saccharina_japonica.Mitochondria,212,665,0.08,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Desulfuromonadia.U.genus,280,980,0.11,0.08,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Sandaracinaceae.U.genus,282,1172,0.11,0.1,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
uncultured_organism.Mitochondria,215,928,0.08,0.08,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Morganellaceae.U.genus,217,518,0.08,0.04,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Edaphobaculum,218,822,0.08,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Rhodothermaceae.U.genus,221,916,0.08,0.08,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Hadesarchaea.U.genus,223,671,0.09,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
marine_metagenome.Mitochondria,224,750,0.09,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Paludibacteraceae.U.genus,226,666,0.09,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Desulfobulbaceae.U.genus,227,802,0.09,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Blastocatellaceae.U.genus,234,1019,0.09,0.09,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Puniceicoccaceae.U.genus,236,1072,0.09,0.09,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Sphingomonadaceae.U.genus,237,965,0.09,0.08,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Thiotrichaceae.U.genus,240,1056,0.09,0.09,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Saccharimonadaceae.U.genus,242,1098,0.09,0.09,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Acholeplasmataceae.U.genus,244,846,0.09,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
metagenome.Mitochondria,333,1693,0.13,0.14,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Hydrogenedentes.U.genus,335,1042,0.13,0.09,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Elusimicrobia.U.genus,254,840,0.1,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Ktedonobacterales.U.genus,256,777,0.1,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Fibrobacterales.U.genus,256,768,0.1,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Sporichthyaceae.U.genus,257,5464,0.1,0.46,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Isosphaeraceae.U.genus,264,1221,0.1,0.1,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Elusimicrobiota.U.genus,267,743,0.1,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Nitrososphaeraceae.U.genus,269,3010,0.1,0.25,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Paracaedibacteraceae.U.genus,269,935,0.1,0.08,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Gastranaerophilales.U.genus,275,696,0.1,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Rhodocyclaceae.U.genus,276,1207,0.11,0.1,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Lentimicrobiaceae.U.genus,277,1366,0.11,0.11,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Oligoflexaceae.U.genus,277,708,0.11,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Longimicrobiaceae.U.genus,278,669,0.11,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Beijerinckiaceae.U.genus,278,1190,0.11,0.1,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Berkelbacteria.U.genus,387,1291,0.15,0.11,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
WWE3.U.genus,387,1278,0.15,0.11,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Heterocapsa_triquetra:plas.Chloroplast,283,882,0.11,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Cryomorphaceae.U.genus,290,2798,0.11,0.23,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Diapherotrites.U.genus,291,809,0.11,0.07,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Roseiflexaceae.U.genus,293,1355,0.11,0.11,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Fimbriimonadaceae.U.genus,295,1185,0.11,0.1,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Arcobacteraceae.U.genus,298,1100,0.11,0.09,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Thermococci.U.genus,298,1319,0.11,0.11,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Xanthobacteraceae.U.genus,299,2694,0.11,0.23,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Thermodesulfobacteriota.U.genus,307,1480,0.12,0.12,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Solirubrobacterales.U.genus,309,2175,0.12,0.18,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Polyangiales.U.genus,311,1423,0.12,0.12,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Marinilabiliaceae.U.genus,318,929,0.12,0.08,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Erysipelotrichaceae.U.genus,319,1564,0.12,0.13,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Bacteroidia.U.genus,326,1307,0.12,0.11,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Thermomicrobiales.U.genus,453,1637,0.17,0.14,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Anaerovoracaceae.U.genus,456,1143,0.17,0.1,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Sumerlaea,336,729,0.13,0.06,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Vicinamibacteria.U.genus,347,1645,0.13,0.14,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Caldilineaceae.U.genus,349,1227,0.13,0.1,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Rickettsiaceae.U.genus,352,1595,0.13,0.13,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Blastocatellia.U.genus,355,1263,0.14,0.11,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Acetobacteraceae.U.genus,358,1662,0.14,0.14,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Calditrichaceae.U.genus,358,950,0.14,0.08,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Desulfocapsaceae.U.genus,359,948,0.14,0.08,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Cyclobacteriaceae.U.genus,359,1140,0.14,0.1,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Lokiarchaeia.U.genus,362,1328,0.14,0.11,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Actinomarinales.U.genus,366,1922,0.14,0.16,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
uncultured_Alphaproteobacteria_bacterium.Mitochondria,366,1435,0.14,0.12,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Synergistaceae.U.genus,375,1022,0.14,0.09,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Phycisphaerales.U.genus,383,1027,0.15,0.09,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Microscillaceae.U.genus,603,2494,0.23,0.21,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Candidatus Micrarchaeales.U.genus,604,2043,0.23,0.17,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Nitrospira,390,3300,0.15,0.28,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
candidate division NC10.U.genus,395,3480,0.15,0.29,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
Dojkabacteria.U.genus,398,1302,0.15,0.11,0,0,0,0.0,0.0,0.0,inf,0.0,0,0,0,0,census_only,Unknown,
