Name_to_use,taxid,otu_count,otu_percentage,size_count,size_percentage,lineage,lineage_ranks,lineage_taxids
Syntrophorhabdaceae,513556,162,0.06,800,0.07,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031649;2819262;513556
Methanomicrobiaceae,2194,161,0.06,851,0.07,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2290931;224756;2191;2194
Micropepsaceae,1921568,161,0.06,1409,0.12,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Micropepsales;Micropepsaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;1921567;1921568
Holophagaceae,574976,160,0.06,1112,0.09,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Holophagae;Holophagales;Holophagaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;57723;533205;574975;574976
Chloroflexaceae,1106,159,0.06,573,0.05,cellular organisms;Bacteria;Bacillati;Chloroflexota;Chloroflexia;Chloroflexales;Chloroflexineae;Chloroflexaceae,cellular root;domain;kingdom;phylum;class;order;suborder;family,131567;2;1783272;200795;32061;32064;1508594;1106
Amoebophilaceae,1501348,157,0.06,537,0.04,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Amoebophilaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;1501348
Methylococcales.U.family,135618,157,0.06,820,0.07,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;1224;1236;135618;135618
Chthonomonadaceae,1077264,157,0.06,499,0.04,cellular organisms;Bacteria;Bacillati;Armatimonadota;Chthonomonadia;Chthonomonadales;Chthonomonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;67819;1077257;1077263;1077264
Sterolibacteriaceae,2008793,157,0.06,689,0.06,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;32003;2008793
Lewinellaceae,1937960,157,0.06,417,0.03,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Saprospiria;Saprospirales;Lewinellaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;1937959;1936988;1937960
Conexibacteraceae,320583,156,0.06,1734,0.15,cellular organisms;Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Solirubrobacterales;Conexibacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1497346;588673;320583
Thioalkalispiraceae,1096778,156,0.06,362,0.03,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Thioalkalispiraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135613;1096778
Syntrophaceae,213468,154,0.06,703,0.06,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Syntrophia;Syntrophales;Syntrophaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031648;2914038;213468
Bifidobacteriaceae,31953,153,0.06,1829,0.15,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85004;31953
Acidothermaceae,85032,153,0.06,2296,0.19,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Acidothermales;Acidothermaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;1643683;85032
Caldicoprobacteraceae,715221,150,0.06,447,0.04,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Caldicoprobacterales;Caldicoprobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;3120405;715221
Williamwhitmaniaceae,2038695,149,0.06,591,0.05,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Williamwhitmaniaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;200643;171549;2038695
Nanoarchaeota.U.family,192989,147,0.06,379,0.03,cellular organisms;Archaea;Nanobdellati;Nanobdellota;Nanoarchaeota.U.family,cellular root;domain;kingdom;phylum;original_name,131567;2157;1783276;192989;192989
Thalassospiraceae,2844866,147,0.06,650,0.05,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Thalassospiraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;204441;2844866
Thermaceae,188786,146,0.06,1140,0.1,cellular organisms;Bacteria;Thermotogati;Deinococcota;Deinococci;Thermales;Thermaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3384194;1297;188787;68933;188786
Desulfurococcaceae,2272,145,0.06,535,0.04,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783275;28889;183924;114380;2272
Chthonomonadales.U.family,1077263,142,0.05,406,0.03,cellular organisms;Bacteria;Bacillati;Armatimonadota;Chthonomonadia;Chthonomonadales;Chthonomonadales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;1783272;67819;1077257;1077263;1077263
Magnetococcaceae,1191479,141,0.05,251,0.02,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Magnetococcia;Magnetococcales;Magnetococcaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;3118669;1191478;1191479
Chitinivibrionia.U.family,296141,141,0.05,359,0.03,cellular organisms;Bacteria;Pseudomonadati;FCB group;Fibrobacterota;Chitinivibrionia;Chitinivibrionia.U.family,cellular root;domain;kingdom;clade;phylum;class;original_name,131567;2;3379134;1783270;65842;296141;296141
Methanoregulaceae,1198451,140,0.05,1201,0.1,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Methanomicrobia;Methanomicrobiales;Methanoregulaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2290931;224756;2191;1198451
Thiobacillaceae,2008790,140,0.05,675,0.06,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;32003;2008790
Defluviitaleaceae,1185407,139,0.05,414,0.03,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Defluviitaleaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;3085636;1185407
Prochlorococcaceae,2881426,139,0.05,1245,0.1,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales;Prochlorococcaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1890424;2881426
Coriobacteriia.U.family,84998,138,0.05,674,0.06,cellular organisms;Bacteria;Bacillati;Actinomycetota;Coriobacteriia;Coriobacteriia.U.family,cellular root;domain;kingdom;phylum;class;original_name,131567;2;1783272;201174;84998;84998
Endomicrobiaceae,1783343,137,0.05,354,0.03,cellular organisms;Bacteria;Pseudomonadati;Elusimicrobiota;Endomicrobiia;Endomicrobiales;Endomicrobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;74152;447830;1783344;1783343
Acidithiobacillaceae,225058,137,0.05,457,0.04,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Acidithiobacillia;Acidithiobacillales;Acidithiobacillaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1807140;225057;225058
Thermomonosporaceae,2012,137,0.05,579,0.05,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85012;2012
Desulfuromonadaceae,213421,136,0.05,548,0.05,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;200940;3031651;69541;213421
Brucellaceae,118882,136,0.05,1272,0.11,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;118882
Blattabacteriaceae,39782,135,0.05,436,0.04,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Blattabacteriaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;117743;200644;39782
Nitrospirota.U.family,40117,135,0.05,650,0.05,cellular organisms;Bacteria;Pseudomonadati;Nitrospirota;Nitrospirota.U.family,cellular root;domain;kingdom;phylum;original_name,131567;2;3379134;40117;40117
Methylacidiphilaceae,717964,133,0.05,1168,0.1,cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Methylacidiphilae;Methylacidiphilales;Methylacidiphilaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;3379134;1783257;74201;1955630;717963;717964
Succinivibrionaceae,83763,131,0.05,462,0.04,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Succinivibrionaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135624;83763
Negativicutes.U.family,909932,131,0.05,274,0.02,cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Negativicutes.U.family,cellular root;domain;kingdom;phylum;class;original_name,131567;2;1783272;1239;909932;909932
Natrialbaceae,1644061,131,0.05,452,0.04,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Natrialbaceae,cellular root;domain;kingdom;phylum;clade;class;order;family,131567;2157;3366610;28890;2290931;183963;2235;1644061
Spirochaetota.U.family,203691,130,0.05,530,0.04,cellular organisms;Bacteria;Pseudomonadati;Spirochaetota;Spirochaetota.U.family,cellular root;domain;kingdom;phylum;original_name,131567;2;3379134;203691;203691
Synechococcaceae,1890426,128,0.05,2103,0.18,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Synechococcales;Synechococcaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;1890424;1890426
Reichenbachiellaceae,2762302,128,0.05,862,0.07,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Reichenbachiellaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;768503;768507;2762302
Helicobacteraceae,72293,127,0.05,809,0.07,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;29547;3031852;213849;72293
Coleofasciculaceae,1892251,127,0.05,570,0.05,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Coleofasciculales;Coleofasciculaceae,cellular root;domain;kingdom;clade;phylum;class;order;family,131567;2;1783272;1798711;1117;3028117;3079753;1892251
Methanomassiliicoccales.U.family,1235850,125,0.05,860,0.07,cellular organisms;Archaea;Methanobacteriati;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomassiliicoccales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2157;3366610;2283796;183967;1235850;1235850
Chromobacteriaceae,1499392,125,0.05,887,0.07,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Chromobacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;206351;1499392
Halanaerobiaceae,972,122,0.05,535,0.04,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Halanaerobiales;Halanaerobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;186801;53433;972
Desulfobulbales.U.family,3024411,121,0.05,311,0.03,cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfobulbales.U.family,cellular root;domain;kingdom;phylum;class;order;original_name,131567;2;3379134;200940;3031451;3024411;3024411
Vampirovibrionales.U.family,2211217,120,0.05,382,0.03,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Candidatus Melainabacteria;Vampirovibriophyceae;Vampirovibrionales;Vampirovibrionales.U.family,cellular root;domain;kingdom;clade;phylum;class;order;original_name,131567;2;1783272;1798711;1798710;3118680;2211217;2211217
Sphaerotilaceae,2975441,119,0.05,1295,0.11,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28216;80840;2975441
Tissierellaceae,1737406,119,0.05,342,0.03,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Tissierellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;1737404;1737405;1737406
Thermoactinomycetaceae,186824,118,0.04,303,0.03,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Thermoactinomycetaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;91061;1385;186824
Phaselicystidaceae,651809,118,0.04,541,0.05,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Phaselicystidaceae,cellular root;domain;kingdom;phylum;subclass;order;family,131567;2;3379134;2818505;3031711;3031712;651809
Nannocystaceae,224463,118,0.04,380,0.03,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Nannocystales;Nannocystaceae,cellular root;domain;kingdom;phylum;subclass;order;family,131567;2;3379134;2818505;3031711;3031713;224463
Endozoicomonadaceae,2066474,117,0.04,384,0.03,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Endozoicomonadaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135619;2066474
Aminobacteriaceae,3029087,117,0.04,296,0.02,cellular organisms;Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Aminobacteriaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3384194;508458;649775;649776;3029087
Chloroflexia.U.family,32061,117,0.04,365,0.03,cellular organisms;Bacteria;Bacillati;Chloroflexota;Chloroflexia;Chloroflexia.U.family,cellular root;domain;kingdom;phylum;class;original_name,131567;2;1783272;200795;32061;32061
Atopobiaceae,1643824,114,0.04,665,0.06,cellular organisms;Bacteria;Bacillati;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;84998;84999;1643824
Anaeroplasmataceae,186333,114,0.04,514,0.04,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;544448;31969;186332;186333
Aerococcaceae,186827,113,0.04,357,0.03,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Aerococcaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;1239;91061;186826;186827
Thermoproteaceae,2267,112,0.04,510,0.04,cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Thermoproteales;Thermoproteaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2157;1783275;28889;183924;2266;2267
Microcoleaceae,1892252,111,0.04,723,0.06,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family,131567;2;1783272;1798711;1117;3028117;1301283;1150;1892252
Idiomarinaceae,267893,111,0.04,444,0.04,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;135622;267893
Mariprofundaceae,580372,111,0.04,409,0.03,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Candidatius Mariprofundia;Mariprofundales;Mariprofundaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;580370;580371;580372
Reyranellaceae,2844375,110,0.04,1774,0.15,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Reyranellaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;28211;356;2844375
Nocardiopsaceae,83676,110,0.04,439,0.04,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Nocardiopsidaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;1783272;201174;1760;85012;83676
Barnesiellaceae,2005519,110,0.04,548,0.05,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae,cellular root;domain;kingdom;clade;clade;phylum;class;order;family,131567;2;3379134;1783270;68336;976;200643;171549;2005519
Sinobacteraceae,568386,109,0.04,492,0.04,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Nevskiales;Nevskiaceae,cellular root;domain;kingdom;phylum;class;order;family,131567;2;3379134;1224;1236;1775403;568386
Oscillatoriaceae,1892254,107,0.04,366,0.03,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Oscillatoriaceae,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family,131567;2;1783272;1798711;1117;3028117;1301283;1150;1892254
