Name_to_use,taxid,otu_count,otu_percentage,size_count,size_percentage,lineage,lineage_ranks,lineage_taxids
Ureibacillus,160795,21,0.01,64,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Caryophanaceae;Ureibacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186818;160795
Bythopirellula,1400386,21,0.01,31,0.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Bythopirellula,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;3379134;1783257;203682;203683;2691354;2691359;1400386
Empedobacter,59734,21,0.01,126,0.01,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Empedobacter,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117743;200644;2762318;59734
Mucispirillum,248038,21,0.01,40,0.0,cellular organisms;Bacteria;Pseudomonadati;Deferribacterota;Deferribacteres;Deferribacterales;Mucispirillaceae;Mucispirillum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200930;68337;191393;2945020;248038
Persephonella,182899,21,0.01,112,0.01,cellular organisms;Bacteria;Pseudomonadati;Aquificota;Aquificia;Aquificales;Hydrogenothermaceae;Persephonella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;200783;187857;32069;224027;182899
Pseudohaliea,1341120,21,0.01,68,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Halieaceae;Pseudohaliea,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;1706369;1706372;1341120
Faecalitalea,1573534,21,0.01,79,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;526524;526525;128827;1573534
Latilactobacillus,2767885,21,0.01,29,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;186826;33958;2767885
Holophaga,35838,21,0.01,129,0.01,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;Holophaga,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;57723;533205;574975;574976;35838
Ezakiella,1582879,21,0.01,46,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellia incertae sedis;Ezakiella,cellular root;domain;kingdom;phylum;class;no rank;genus,131567;2;1783272;1239;1737404;1737407;1582879
Dehalococcoides,61434,21,0.01,97,0.01,cellular organisms;Bacteria;Bacillati;Chloroflexota;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;200795;301297;1202465;1202464;61434
Arcticibacter,1288026,21,0.01,61,0.01,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Arcticibacter,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117747;200666;84566;1288026
Paraclostridium,1849822,21,0.01,84,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Paraclostridium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3082720;186804;1849822
Deinococcaceae.U.genus,183710,21,0.01,57,0.0,cellular organisms;Bacteria;Thermotogati;Deinococcota;Deinococci;Deinococcales;Deinococcaceae;Deinococcaceae.U.genus,cellular root;domain;kingdom;phylum;class;order;family;original_name,131567;2;3384194;1297;188787;118964;183710;183710
Fischerella,1190,21,0.01,94,0.01,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Hapalosiphonaceae;Fischerella,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;1783272;1798711;1117;3028117;1161;1892263;1190
Emticicia,312278,21,0.01,161,0.01,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Leadbetterellaceae;Emticicia,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;768503;768507;3141702;312278
Lyngbya,28073,21,0.01,56,0.0,cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Lyngbya,cellular root;domain;kingdom;clade;phylum;class;subclass;order;family;genus,131567;2;1783272;1798711;1117;3028117;1301283;1150;1892252;28073
Aminobacter,31988,21,0.01,92,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aminobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;356;69277;31988
Rhizorhapis,1649487,21,0.01,70,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhapis,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204457;41297;1649487
Haloplanus,376170,21,0.01,83,0.01,cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Stenosarchaea group;Halobacteria;Halobacteriales;Haloferacaceae;Haloplanus,cellular root;domain;kingdom;phylum;clade;class;order;family;genus,131567;2157;3366610;28890;2290931;183963;2235;1644056;376170
Gracilariopsis_mclachlanii.Mitochondria,486813,21,0.01,67,0.01,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gracilariales;Gracilariaceae;Gracilariopsis;Gracilariopsis mclachlanii;Gracilariopsis_mclachlanii.Mitochondria,cellular root;domain;phylum;class;subclass;order;family;genus;species;original_name,131567;2759;2763;2806;2045261;31468;31469;2781;486813;486813
Chitinivibrionaceae.U.genus,1505234,20,0.01,67,0.01,cellular organisms;Bacteria;Pseudomonadati;FCB group;Fibrobacterota;Chitinivibrionia;Chitinivibrionales;Chitinivibrionaceae;Chitinivibrionaceae.U.genus,cellular root;domain;kingdom;clade;phylum;class;order;family;original_name,131567;2;3379134;1783270;65842;296141;1505233;1505234;1505234
Pseudogymnoascus_sp._VKM_F-3775.Mitochondria,1420901,20,0.01,65,0.01,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Thelebolales;Thelebolaceae;Pseudogymnoascus;unclassified Pseudogymnoascus;Pseudogymnoascus sp. VKM F-3775;Pseudogymnoascus_sp._VKM_F-3775.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;clade;class;order;family;genus;no rank;species;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147548;292491;46451;78156;2637121;1420901;1420901
Arcicella,217140,20,0.01,142,0.01,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Flectobacillaceae;Arcicella,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;768503;768507;3141701;217140
Neorickettsia,33993,20,0.01,55,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Neorickettsia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;766;942;33993
Thermotomaculum,1172428,20,0.01,72,0.01,cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Holophagae;Thermotomaculales;Thermotomaculaceae;Thermotomaculum,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;57723;533205;2562243;2562244;1172428
Nannochloropsis_granulata.Mitochondria,43926,20,0.01,56,0.0,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatales;Monodopsidaceae;Nannochloropsis;Nannochloropsis granulata;Nannochloropsis_granulata.Mitochondria,cellular root;domain;clade;clade;clade;class;order;family;genus;species;original_name,131567;2759;2698737;33634;2696291;5747;425074;425072;5748;43926;43926
Vulcanibacillus,551771,20,0.01,43,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Vulcanibacillus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;91061;1385;186817;551771
marine_metagenome.Chloroplast,408172,20,0.01,145,0.01,unclassified entries;unclassified sequences;metagenomes;ecological metagenomes;marine metagenome;marine_metagenome.Chloroplast,no rank;no rank;no rank;no rank;species;original_name,2787823;12908;408169;410657;408172;408172
Sterolibacterium,157591,20,0.01,49,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Sterolibacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;32003;2008793;157591
Simplicispira,352450,20,0.01,89,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Simplicispira,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;80864;352450
Kineosporia,49184,20,0.01,169,0.01,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kineosporiales;Kineosporiaceae;Kineosporia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;201174;1760;622452;83778;49184
Orenia,46468,20,0.01,46,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Halanaerobiales;Halobacteroidaceae;Orenia,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;53433;53434;46468
Chromobacterium,535,20,0.01,144,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Chromobacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;206351;1499392;535
Myxococcus,32,20,0.01,75,0.01,cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Myxococcaceae;Myxococcus,cellular root;domain;kingdom;phylum;class;order;suborder;family;genus,131567;2;3379134;2818505;32015;29;80811;31;32
Neptunomonas,75687,20,0.01,63,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Neptunomonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135619;135620;75687
Aminobacterium,81466,20,0.01,49,0.0,cellular organisms;Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Aminobacteriaceae;Aminobacterium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3384194;508458;649775;649776;3029087;81466
Dubosiella,1937008,20,0.01,103,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Dubosiella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;526524;526525;128827;1937008
Pseudofulvimonas,999506,20,0.01,55,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Pseudofulvimonas,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135614;1775411;999506
Rubinisphaera,1649490,20,0.01,41,0.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Rubinisphaera,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;3379134;1783257;203682;203683;112;126;1649490
Pelospora,109324,20,0.01,23,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Pelospora,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;186802;68298;109324
Motiliproteus,1775292,20,0.01,122,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Motiliproteus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;1236;135619;135620;1775292
Tepidimonas,114248,20,0.01,53,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiales genera incertae sedis;Tepidimonas,cellular root;domain;kingdom;phylum;class;order;no rank;genus,131567;2;3379134;1224;28216;80840;224471;114248
Mollicutes.U.genus,31969,20,0.01,103,0.01,cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Mollicutes.U.genus,cellular root;domain;kingdom;phylum;class;original_name,131567;2;1783272;544448;31969;31969
Flammeovirgaceae.U.genus,200667,20,0.01,29,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirgaceae.U.genus,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;original_name,131567;2;3379134;1783270;68336;976;768503;768507;200667;200667
Caminicella,166484,20,0.01,69,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Caminicellaceae;Caminicella,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3082720;3118654;166484
Alicycliphilus,201096,20,0.01,38,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Alicycliphilus,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28216;80840;80864;201096
Halarcobacter,2321115,20,0.01,89,0.01,cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Halarcobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;29547;3031852;213849;2808963;2321115
Marivirga,869806,20,0.01,137,0.01,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Marivirgaceae;Marivirga,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;768503;768507;2762301;869806
Mesoflavibacter,444051,20,0.01,47,0.0,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mesoflavibacter,cellular root;domain;kingdom;clade;clade;phylum;class;order;family;genus,131567;2;3379134;1783270;68336;976;117743;200644;49546;444051
Pseudooceanicola,1679449,20,0.01,39,0.0,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Pseudooceanicola,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;204455;31989;1679449
Terrisporobacter,1505652,20,0.01,123,0.01,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Terrisporobacter,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;1239;186801;3082720;186804;1505652
Algisphaera,1472699,20,0.01,33,0.0,cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Algisphaera,cellular root;domain;kingdom;clade;phylum;class;order;family;genus,131567;2;3379134;1783257;203682;666505;666506;666507;1472699
Aquamicrobium,69278,20,0.01,129,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aquamicrobium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;356;69277;69278
Herpetosiphon,64,20,0.01,114,0.01,cellular organisms;Bacteria;Bacillati;Chloroflexota;Chloroflexia;Herpetosiphonales;Herpetosiphonaceae;Herpetosiphon,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;1783272;200795;32061;189772;189773;64
Dichotomicrobium,204474,20,0.01,169,0.01,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Dichotomicrobium,cellular root;domain;kingdom;phylum;class;order;family;genus,131567;2;3379134;1224;28211;356;45401;204474
Aspergillus_nidulans_FGSC_A4.Mitochondria,227321,19,0.01,59,0.0,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus subgen. Nidulantes;Aspergillus nidulans;Aspergillus nidulans FGSC A4;Aspergillus_nidulans_FGSC_A4.Mitochondria,cellular root;domain;clade;kingdom;subkingdom;phylum;clade;subphylum;clade;class;subclass;order;family;genus;subgenus;species;strain;original_name,131567;2759;33154;4751;451864;4890;716545;147538;716546;147545;451871;5042;1131492;5052;2720870;162425;227321;227321
Cladosiphon_okamuranus.Mitochondria,309737,19,0.01,68,0.01,cellular organisms;Eukaryota;Sar;Stramenopiles;Ochrophyta;PX clade;Phaeophyceae;Ectocarpales;Chordariaceae;Cladosiphon;Cladosiphon okamuranus;Cladosiphon_okamuranus.Mitochondria,cellular root;domain;clade;clade;clade;clade;class;order;family;genus;species;original_name,131567;2759;2698737;33634;2696291;569578;2870;2877;66220;309736;309737;309737
Chloromonas_perforata.Chloroplast,51730,19,0.01,49,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chloromonadinia;Chloromonas;Chloromonas perforata;Chloromonas_perforata.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;clade;order;family;clade;genus;species;original_name,131567;2759;33090;3041;2692248;3166;2812636;3042;3051;2717323;51727;51730;51730
Tetraselmis_subcordiformis.Chloroplast,3161,19,0.01,37,0.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;Tetraselmis;Tetraselmis subcordiformis;Tetraselmis_subcordiformis.Chloroplast,cellular root;domain;kingdom;phylum;clade;class;order;family;genus;species;original_name,131567;2759;33090;3041;2692248;1524962;35426;35429;3164;3161;3161
Howardella,404402,19,0.01,55,0.0,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales incertae sedis;Howardella,cellular root;domain;kingdom;phylum;class;order;no rank;genus,131567;2;1783272;1239;186801;186802;538999;404402
