DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Bacteria_genome_counts
COLOR	#ff0000
Candidatus_Cetobacterium_colombiensis_species_3073100	1
Bengtsoniella_intestinalis_species_3073143	1
Fredinandcohnia_sp._QZ13_species_3073144	1
Orbaceae_bacterium_ac157xtp_species_3073145	1
Pusillimonas_sp._SM2304_species_3073241	1
Sutcliffiella_sp._BMC8_species_3073243	1
Halomonas_sp._BMC6_species_3073244	1
Christiangramia_sediminicola_species_3073267	1
Citricoccus_sp._I39-566_species_3073268	1
Synechococcus_sp._SFB_27S_18OctNov_coas_78_species_3073076	1
Peribacillus_sp._R9-11_species_3073271	1
Bacillus_sp._MHSD_37_species_3073272	1
Kocuria_sp._CPCC_204721_species_3073548	1
Kocuria_sp._CPCC_205235_species_3073549	1
Chryseobacterium_metallicongregator_species_3073042	1
Cellulomonas_sp._ATA003_species_3073064	1
Saccharopolyspora_sp._ID03-671_species_3073066	1
Cyanobacteriota_bacterium_SFB_27D_18OctDec_coas_69_species_3073074	1
Microvirga_sp._M2_species_3073270	1
Vibrio_sp._1408_species_3074557	1
Vibrio_sp._1409_species_3074558	1
Vibrio_sp._1456-1_species_3074559	1
Paraburkholderia_sp._FT54_species_3074437	1
Gloeomargarita_sp._SKYBB_i_bin120_species_3074505	1
Gloeomargarita_sp._SKYGB_i_bin116_species_3074506	1
Frankia_sp._Cr1_species_3073931	1
Oscillatoriaceae_cyanobacterium_SKYGB_i_bin93_species_3074508	1
Vibrio_sp._1069_species_3074541	1
Vibrio_sp._1074_species_3074542	1
Vibrio_sp._1075_species_3074543	1
Bacillus_sp._SG20001_species_3074204	1
Streptomyces_sp._PmtA_species_3074275	1
Selenobaculum_sp._species_3074374	1
Halothece_sp._Uz-M2-17_species_3074377	1
Corynebacterium_sp._Z-1_species_3074378	1
Streptomyces_sp._147326_species_3074379	1
Pseudomonas_sp._SZMC_28357_species_3074380	1
Pseudanabaenaceae_cyanobacterium_SKYGB_i_bin29_species_3074507	1
Vibrio_sp._2084_species_3074590	1
Vibrio_sp._2089_species_3074591	1
Vibrio_sp._1457_species_3074560	1
Vibrio_sp._1557_species_3074561	1
Vibrio_sp._1562_species_3074562	1
Vibrio_sp._1565-1_species_3074563	1
Vibrio_sp._1567_species_3074564	1
Vibrio_sp._1569_species_3074565	1
Vibrio_sp._1579_species_3074566	1
Vibrio_sp._1580_species_3074567	1
Vibrio_sp._1636_species_3074568	1
Vibrio_sp._1637_species_3074569	1
Vibrio_sp._1640_species_3074570	1
Vibrio_sp._1641_species_3074571	1
Vibrio_sp._1404_species_3074556	1
Vibrio_sp._1731_species_3074573	1
Vibrio_sp._1733_species_3074574	1
Vibrio_sp._1751_species_3074575	1
Vibrio_sp._1078-1_species_3074544	1
Vibrio_sp._1159_species_3074545	1
Vibrio_sp._1167_species_3074546	1
Vibrio_sp._1249-1_species_3074547	1
Vibrio_sp._1262-1_species_3074548	1
Vibrio_sp._1287_species_3074549	1
Vibrio_sp._1288_species_3074550	1
Vibrio_sp._1291-1_species_3074551	1
Vibrio_sp._1394_species_3074552	1
Vibrio_sp._1401_species_3074553	1
Vibrio_sp._1402_species_3074554	1
Vibrio_sp._1403_species_3074555	1
Vibrio_sp._1727_species_3074572	1
Thermosynechococcus_sp._JY1332_species_3074099	1
Thermosynechococcus_sp._JY1334_species_3074100	1
Thermosynechococcus_sp._QS41_species_3074101	1
Frankia_sp._Cr5_species_3073935	1
Streptomyces_sp._N2A_species_3073936	1
Akkermansia_sp._EB-AMDK43_species_3073964	1
Serpentinicella_sp._ANB-PHB4_species_3074076	1
Nesterenkonia_aerolata_species_3074079	1
Agromyces_sp._LY-1074_species_3074080	1
Agromyces_sp._LY-1358_species_3074081	1
Thermosynechococcus_sp._PP42_species_3074083	1
Thermosynechococcus_sp._PP551_species_3074084	1
Thermosynechococcus_sp._PP555_species_3074085	1
Domibacillus_sp._8LH_species_3073900	1
Buttiauxella_selenatireducens_species_3073902	1
Frankia_sp._Cas1_species_3073924	1
Frankia_sp._Cas2_species_3073925	1
Frankia_sp._Cas3_species_3073926	1
Frankia_sp._Cas4_species_3073927	1
Frankia_sp._Cas5_species_3073928	1
Frankia_sp._Cas7_species_3073929	1
Frankia_sp._Cas8_species_3073930	1
Thermosynechococcus_sp._PP22_species_3074082	1
Streptomyces_sp._BB1-1-1_species_3074430	1
Mycoplasmatota_bacterium_zrk1_species_3074432	1
Vallitalea_maricola_species_3074433	1
Streptomyces_haneummycinicus_species_3074435	1
Thermosynechococcus_sp._HY591_species_3074102	1
Thermosynechococcus_sp._HY593_species_3074103	1
Thermosynechococcus_sp._HY213_species_3074104	1
Thalassospiraceae_bacterium_LMO-SO8_species_3074105	1
Orbus_mooreae_species_3074107	1
Utexia_brackfieldae_species_3074108	1
Orbus_sturtevantii_species_3074109	1
Thermosynechococcus_sp._QKsg1_species_3074130	1
Thermosynechococcus_sp._JY1331_species_3074098	1
Pseudomonas_sp._SG20056_species_3074146	1
Pseudomonas_sp._SG20052_species_3074147	1
Rhodococcus_sp._SG20037_species_3074148	1
Thermosynechococcus_sp._PKX82_species_3074086	1
Thermosynechococcus_sp._PKX91_species_3074087	1
Thermosynechococcus_sp._PKX95_species_3074088	1
Thermosynechococcus_sp._WL11_species_3074089	1
Thermosynechococcus_sp._WL15_species_3074090	1
Thermosynechococcus_sp._WL17_species_3074091	1
Thermosynechococcus_sp._GLH187_species_3074092	1
Thermosynechococcus_sp._GLH333_species_3074093	1
Thermosynechococcus_sp._GLH87_species_3074094	1
Thermosynechococcus_sp._TG215_species_3074095	1
Thermosynechococcus_sp._TG218_species_3074096	1
Thermosynechococcus_sp._TG252_species_3074097	1
Chryseobacterium_sp._SG20098_species_3074145	1
Anaerotignum_sp._MB30-C6_species_3070814	1
Pleionea_litopenaei_species_3070815	1
Thioclava_kandeliae_species_3070818	1
Coleofasciculus_sp._A1-SPW-01_species_3070819	1
Cyanobacteriota_bacterium_erpe_2018_sw_21hr_WHONDRS-SW48-000092_B_bin.40_species_3070899	1
Cyanobacteriota_bacterium_erpe_2018_sw_39hr_WHONDRS-SW48-000098_B_bin.30_species_3070900	1
Neobacillus_sp._YIM_B06451_species_3070994	1
Sedimentibacter_sp._MB35-C1_species_3070995	1
Clostridium_sp._MB40-C1_species_3070996	1
Anaerocolumna_sp._MB42-C2_species_3070997	1
Mesonia_profundi_species_3070998	1
Tissierella_sp._MB52-C2_species_3070999	1
Pseudoalteromonas_sp._HL-AS1_species_3071081	1
Mycobacterium_sp._HOS05_species_3071119	1
Mycobacterium_sp._HOS105_species_3071121	1
Neobacillus_sp._PS3-40_species_3070679	1
Neobacillus_sp._OS1-2_species_3070680	1
Clostridium_sp._OS1-26_species_3070681	1
Neobacillus_sp._OS1-32_species_3070682	1
Neobacillus_sp._OS1-33_species_3070683	1
Pseudomonas_sp._FIP_A4_species_3070684	1
Enterobacter_sp._APAP_BS8_species_3070685	1
Escherichia_sp._AM3_species_3070702	1
Enterobacter_sp._CM11_species_3070704	1
Escherichia_sp._CN4_species_3070706	1
Pseudoalteromonas_sp._HL-AS2_species_3071082	1
Mycobacterium_sp._HOS111_species_3071122	1
Mycobacterium_sp._HOS125_species_3071123	1
Mycobacterium_sp._HOS129_species_3071124	1
Mycobacterium_sp._HOS204_species_3071125	1
Mycobacterium_sp._HOS206_species_3071126	1
Mycobacterium_sp._HOS39_species_3071127	1
Mycobacterium_sp._HOS41_species_3071128	1
Mycobacterium_sp._HOS42_species_3071129	1
Mycobacterium_sp._HOS47_species_3071130	1
Mycobacterium_sp._HOS52_species_3071131	1
Mycobacterium_sp._HOS53_species_3071132	1
Mycobacterium_sp._HOS82_species_3071133	1
Mycobacterium_sp._HOS86_species_3071134	1
Mycobacterium_sp._HOS88_species_3071135	1
Tissierella_sp._T6-7.6_species_3070115	1
Tissierella_sp._T6-7.89_species_3070116	1
Tissierella_sp._T6-8.47_species_3070117	1
Tissierella_sp._T6-8.95_species_3070118	1
Enterococcus_sp._SB12_species_3070812	1
Sedimentibacter_sp._T6-7.17_species_3070097	1
Sedimentibacter_sp._T6-7.63_species_3070098	1
Sedimentibacter_sp._T6-7.79_species_3070100	1
Sedimentibacter_sp._T6-8.55_species_3070101	1
Sporobacter_sp._T6-8.24_species_3070102	1
Sporobacter_sp._T6-8.76_species_3070104	1
Syntrophomonas_sp._T6-6.67_species_3070105	1
Syntrophomonas_sp._T6-6.7_species_3070106	1
Syntrophomonas_sp._T6-6.90_species_3070107	1
Syntrophomonas_sp._T6-7.31_species_3070108	1
Syntrophomonas_sp._T6-7.37_species_3070109	1
Syntrophomonas_sp._T6-8.72_species_3070110	1
Idiomarina_sp._HP20-50_species_3070813	1
Oscillospiraceae_bacterium_MB24-C1_species_3070655	1
Paludihabitans_sp._MB14-C6_species_3070656	1
Paenibacillus_glufosinatiresistens_species_3070657	1
Nitrosomonas_sp._sh817_species_3070658	1
Aestuariibaculum_sp._YM273_species_3070659	1
Mangrovimonas_sp._YM274_species_3070660	1
Aminobacterium_sp._MB27-C1_species_3070661	1
Neobacillus_sp._PS3-12_species_3070677	1
Neobacillus_sp._PS3-34_species_3070678	1
Candidatus_Solibacter_sp._T6-6.58_species_3070136	1
Candidatus_Solibacter_sp._T6-6.78_species_3070137	1
Candidatus_Solibacter_sp._T6-8.71_species_3070138	1
Candidatus_Solibacter_sp._T6-8.82_species_3070139	1
Kineothrix_sp._MB12-C1_species_3070215	1
Bartonella_sp._C271_species_3070220	1
Neobacillus_sp._PS2-9_species_3070676	1
Bradyrhizobium_sp._LHD-71_species_3072141	1
Hyphomicrobium_sp._LHD-15_species_3072142	1
Paenibacillus_sp._LHD-38_species_3072143	1
Sporanaerobium_hydrogeniformans_species_3072179	1
Cellulosimicrobium_sp._XJ-DQ-B-000_species_3072182	1
Streptomyces_sp._WAC07094_species_3072183	1
Streptomyces_sp._P9-A2_species_3072284	1
Cryobacterium_sp._MP_3.1_species_3071711	1
Chryseobacterium_sp._MP_3.2_species_3071712	1
Massilia_sp._MP_M2_species_3071713	1
Arthrobacter_sp._MP_M4_species_3071714	1
Cryobacterium_sp._MP_M5_species_3071715	1
Arthrobacter_sp._MP_M7_species_3071716	1
Flavobacterium_sp._PL11_species_3071717	1
Flavobacterium_sp._PL12_species_3071718	1
Psychrobacter_sp._PL15_species_3071719	1
Arthrobacter_sp._PL16_species_3071720	1
Cryobacterium_sp._CAN_C3_species_3071721	1
Streptomyces_sp._P5-A9_species_3071730	1
Vibrio_sp._FNV_38_species_3072138	1
Streptomyces_sp._P9-A4_species_3072285	1
Streptomyces_sp._LHD-70_species_3072140	1
Streptococcus_sp._SS-4456_species_3072286	1
Mesorhizobium_album_species_3072314	1
Mesorhizobium_montanum_species_3072323	1
Bacillota_bacterium_LX-D_species_3072787	1
Rheinheimera_sp._MMS21-TC3_species_3072790	1
Porphyromonadaceae_sp._NP-X_species_3072791	1
Acuticoccus_sp._MNP-M23_species_3072793	1
Sphingosinicella_sp._LHD-64_species_3072139	1
Kocuria_sp._CPCC_205292_species_3071451	1
Stenotrophomonas_maltophilia_group_sp._RNC7_species_3071467	1
Pantoea_sp._App145_species_3071567	1
Pseudomonas_sp._102515_species_3071568	1
Cyanobacteriota_bacterium_PSP.bin.10_species_3071576	1
Streptomyces_sp._PmtG_species_3071579	1
Streptomyces_sp._S1A2023_species_3071580	1
Janthinobacterium_sp._CAN_S7_species_3071704	1
Polaromonas_sp._CG_9.5_species_3071705	1
Arthrobacter_sp._CG_A4_species_3071706	1
Janthinobacterium_sp._CG_S6_species_3071707	1
Actimicrobium_sp._GrIS_1.19_species_3071708	1
Variovorax_sp._GrIS_2.14_species_3071709	1
Glaciihabitans_sp._GrIS_2.15_species_3071710	1
Alterisphingorhabdus_coralli_species_3071408	1
Phytohabitans_maris_species_3071409	1
Flavobacterium_sp._LHD-85_species_3071410	1
Flavobacterium_sp._LHD-80_species_3071411	1
Paenibacillus_sp._LHD-117_species_3071412	1
Dyadobacter_sp._LHD-138_species_3071413	1
Mesorhizobium_sp._LHD-90_species_3071414	1
Streptomyces_sp._ADMS_species_3071415	1
Kocuria_sp._CPCC_205236_species_3071446	1
Kocuria_sp._CPCC_205281_species_3071447	1
Kocuria_sp._CPCC_205273_species_3071448	1
Kocuria_sp._CPCC_205290_species_3071449	1
Kocuria_sp._CPCC_205293_species_3071450	1
Tropicimonas_omnivorans_species_3075590	1
Autumnicola_patrickiae_species_3075591	1
Autumnicola_psychrophila_species_3075592	1
Autumnicola_lenta_species_3075593	1
Autumnicola_edwardsiae_species_3075594	1
Autumnicola_tepida_species_3075595	1
Croceitalea_rosinachiae_species_3075596	1
Croceicoccus_esteveae_species_3075597	1
Rubrivirga_litoralis_species_3075598	1
Croceitalea_vernalis_species_3075599	1
Urechidicola_vernalis_species_3075600	1
Croceitalea_sp._P059_species_3075601	1
Glaciecola_petra_species_3075602	1
Streptomyces_salyersiae_species_3075530	1
Vibrio_sp._2033_species_3074589	1
Streptomyces_dubilierae_species_3075533	1
Streptomyces_doudnae_species_3075536	1
Streptomyces_hazeniae_species_3075538	1
Nocardiopsis_lambiniae_species_3075539	1
Streptomyces_chisholmiae_species_3075540	1
Streptomyces_boetiae_species_3075541	1
Streptomyces_millisiae_species_3075542	1
Streptomyces_litchfieldiae_species_3075543	1
Streptomonospora_wellingtoniae_species_3075544	1
Pseudonocardia_charpentierae_species_3075545	1
Blastococcus_goldschmidtiae_species_3075546	1
Jatrophihabitans_lederbergiae_species_3075547	1
Pseudomonas_sp._C11_species_3075550	1
Pseudomonas_sp._VD-NE_white_species_3075582	1
Streptomyces_johnsoniae_species_3075532	1
Candidatus_Tariuqbacter_arcticus_species_3075769	1
Staphylococcus_sp._NWU_MK-S_species_3075819	1
Staphylococcus_sp._NWU_MKU2_species_3075821	1
Staphylococcus_sp._NWU_MK-U1_species_3075822	1
Hwangdonia_lutea_species_3075823	1
Streptomyces_sp._AM2-3-1_species_3075824	1
Streptomyces_sp._AM8-1-1_species_3075825	1
Gordonia_sp._w5E2_species_3075837	1
Facivitalis_istanbulensis_species_3075838	1
Autumnicola_musiva_species_3075589	1
Patiriisocius_hiemis_species_3075604	1
Stakelama_saccharophila_species_3075605	1
Microcosmobacter_mediterraneus_species_3075607	1
Spectribacter_hydrogenoxidans_species_3075608	1
Banduia_mediterranea_species_3075609	1
Alteromonas_sp._W364_species_3075610	1
Brumicola_blandensis_species_3075611	1
Thalassotalea_castellviae_species_3075612	1
Streptomyces_sp._CRN_30_species_3075613	1
Rhizobium_sp._10PS4_species_3075621	1
Rhizobium_sp._25PS6_species_3075622	1
Kitasatospora_sp._CM_4170_species_3075627	1
Glutamicibacter_sp._PS_species_3075634	1
Pseudomonas_sp._VD-NE_ext_species_3075583	1
Pseudomonas_sp._VD-NE_ins_species_3075584	1
Spectribacter_acetivorans_species_3075603	1
Aulosira_sp._ZfuCHP01_species_3075410	1
Aulosira_sp._ZfuVER01_species_3075411	1
Nostoc_sp._ZfuVER08_species_3075412	1
Cyanobacteriota_bacterium_SKYGB_h_bin112_species_3075413	1
Dyella_sp._BiH032_species_3075430	1
Streptomyces_sp._B1866_species_3075431	1
Streptomyces_sp._Li-HN-5-11_species_3075432	1
Phycicoccus_sp._M110.8_species_3075433	1
Bosea_rubneri_species_3075434	1
Nostoc_sp._DedQUE03_species_3075389	1
Nostoc_sp._DedQUE04_species_3075390	1
Nostoc_sp._DedQUE05_species_3075391	1
Nostoc_sp._DedQUE08_species_3075393	1
Nostoc_sp._DedQUE09_species_3075394	1
Aulosira_sp._DedQUE10_species_3075395	1
Nostoc_sp._DedQUE11_species_3075396	1
Nostoc_sp._DedQUE12a_species_3075397	1
Nostoc_sp._DedQUE12b_species_3075398	1
Nostoc_sp._DedSLP01_species_3075399	1
Nostoc_sp._DedSLP03_species_3075400	1
Nostoc_sp._DedSLP04_species_3075401	1
Nostoc_sp._DedSLP05_species_3075402	1
Aulosira_sp._DedVER01a_species_3075403	1
Nostoc_sp._DedVER01b_species_3075404	1
Nostoc_sp._ChiQUE01a_species_3075375	1
Nostoc_sp._DedQUE07_species_3075392	1
Streptomyces_mooreae_species_3075523	1
Streptomyces_lonegramiae_species_3075524	1
Streptomyces_doebereineriae_species_3075528	1
Streptomyces_gibsoniae_species_3075529	1
Brucella_sp._NBRC_12951_species_3075479	1
Nostoc_sp._SerVER01_species_3075409	1
Brucella_sp._NBRC_12953_species_3075481	1
Brucella_sp._NBRC_13694_species_3075482	1
Brucella_sp._NBRC_14130_species_3075483	1
Halomonas_sp._LES1_species_3075513	1
Halomonas_sp._PAR7_species_3075514	1
Halomonas_sp._PAR8_species_3075515	1
Micromonospora_reichwaldensis_species_3075516	1
Streptomyces_gottesmaniae_species_3075518	1
Streptomyces_hesseae_species_3075519	1
Streptomyces_lancefieldiae_species_3075520	1
Streptomyces_hintoniae_species_3075521	1
Nostoc_sp._DedVER02_species_3075405	1
Nostoc_sp._EfeVER01_species_3075406	1
Nostoc_sp._EkiNYC01_species_3075407	1
Nostoc_sp._EspVER01_species_3075408	1
Brucella_sp._NBRC_12952_species_3075480	1
Hyphomicrobium_sp._DY-1_species_3075650	1
Asprobacillus_argus_species_3076534	1
Thioclava_litoralis_species_3076557	1
Paraflavitalea_speifideaquila_species_3076558	1
Prodigiosinella_aquatilis_species_3076559	1
Cyanobacteriota_bacterium_JS3_species_3076560	1
Candidatus_Hinthialibacteria_bacterium_species_3076708	1
Mycobacterium_sp._SVM_VP21_species_3076709	1
Pseudomonas_sp._NyZ704_species_3076762	1
Amycolatopsis_sp._WGS_07_species_3076764	1
Streptomyces_sp._Wh19_species_3076629	1
Streptomyces_sp._SR27_species_3076630	1
Microbacterium_algihabitans_species_3075992	1
Microbacterium_phycohabitans_species_3075993	1
Microbacterium_galbum_species_3075994	1
Paracoccaceae_bacterium_Fryx2_species_3076017	1
Mycoplasmatota_bacterium_WC44_species_3076018	1
Tardiphaga_sp._709_species_3076039	1
Stenotrophomonas_sp._SMYL7_species_3076040	1
Stenotrophomonas_sp._SMYL8_species_3076041	1
Stenotrophomonas_sp._SMYL11_species_3076042	1
Stenotrophomonas_sp._SMYL20_species_3076043	1
Stenotrophomonas_sp._SMYL86_species_3076044	1
Stenotrophomonas_sp._SMYL36_species_3076045	1
Stenotrophomonas_sp._SMYL89_species_3076046	1
Umezawaea_sp._Da_62-37_species_3075927	1
Kribbella_rubisoli_species_3075929	1
Bacillus_sp._IG2_species_3075931	1
Bacillus_sp._IS1_species_3075932	1
Bacillus_sp._IG6_species_3075934	1
Sphaerochaeta_sp._PS_species_3076336	1
Mesorhizobium_sp._ISC11_species_3076428	1
Mesorhizobium_sp._ISC15_species_3076429	1
Candidatus_Faecimonas_sp._species_3076466	1
Candidatus_Heritagella_sp._species_3076474	1
Candidatus_Faecivivens_sp._species_3076478	1
Candidatus_Aphodomonas_sp._species_3076482	1
Marinobacter_sp._OP_3.4_species_3076501	1
Candidatus_Zeuxoniibacter_abyssi_species_3076528	1
Stenotrophomonas_sp._SMYL41_species_3076047	1
Stenotrophomonas_sp._SMYL28_species_3076049	1
Sporomusa_carbonis_species_3076075	1
Pricia_mediterranea_species_3076079	1
Rubrivirga_sp._S365_species_3076080	1
Moraxella_sp._DOX410_species_3076087	1
Aurantiacibacter_hainanensis_species_3076114	1
Georgenia_sp._H159_species_3076115	1
Maricaulis_sp._D1M11_species_3076117	1
Citrobacter_freundii_complex_sp._2023EL-00966_species_3076118	1
Citrobacter_freundii_complex_sp._2023EL-00962_species_3076119	1
Citrobacter_freundii_complex_sp._2023EL-00961_species_3076120	1
Methylophilus_sp._VKM_B-3414_species_3076121	1
Stenotrophomonas_sp._SMYL82_species_3076048	1
Vibrio_sp._Vb2232_species_3074657	1
Vibrio_sp._Vb2235_species_3074658	1
Vibrio_sp._Vb2297_species_3074659	1
Vibrio_sp._Vb2321_species_3074660	1
Vibrio_sp._Vb2353_species_3074661	1
Vibrio_sp._Vb2354_species_3074662	1
Vibrio_sp._Vb2356_species_3074663	1
Vibrio_sp._Vb2362_species_3074664	1
Vibrio_sp._Vb2531_species_3074665	1
Vibrio_sp._Vb2532_species_3074666	1
Vibrio_sp._Vb2535_species_3074667	1
Vibrio_sp._Vb2610_species_3074668	1
Vibrio_sp._Vb2628_species_3074669	1
Vibrio_sp._Vb2656_species_3074670	1
Nostoc_sp._ChiQUE01b_species_3075376	1
Vibrio_sp._Vb1166_species_3074640	1
Vibrio_sp._Vb1337_species_3074641	1
Vibrio_sp._Vb1554_species_3074642	1
Vibrio_sp._Vb1574_species_3074643	1
Vibrio_sp._Vb1729_species_3074644	1
Vibrio_sp._Vb1755_species_3074645	1
Vibrio_sp._Vb1980_species_3074646	1
Vibrio_sp._Vb2110_species_3074647	1
Vibrio_sp._Vb2130_species_3074648	1
Vibrio_sp._Vb2131_species_3074649	1
Vibrio_sp._Vb2132_species_3074650	1
Vibrio_sp._Vb2133_species_3074651	1
Vibrio_sp._Vb2134_species_3074652	1
Vibrio_sp._Vb2135_species_3074653	1
Vibrio_sp._Vb2175_species_3074654	1
Vibrio_sp._Vb2657_species_3074671	1
Vibrio_sp._Vb2917_species_3074690	1
Vibrio_sp._Vb2942_species_3074691	1
Vibrio_sp._Vb2944_species_3074692	1
Vibrio_sp._Vb2960_species_3074693	1
Vibrio_sp._Vb2976_species_3074694	1
Vibrio_sp._Vb2977_species_3074695	1
Vibrio_sp._Vb2978_species_3074696	1
Vibrio_sp._Vb2979_species_3074697	1
Vibrio_sp._Vb5029_species_3074698	1
Vibrio_sp._Vb5031_species_3074699	1
Vibrio_sp._Vb5032_species_3074700	1
Vibrio_sp._Vb5034_species_3074701	1
Vibrio_sp._Vb5035_species_3074702	1
Vibrio_sp._Y159_species_3074703	1
Vibrio_sp._Vb2227_species_3074656	1
Vibrio_sp._Vb2704_species_3074673	1
Vibrio_sp._Vb2853_species_3074674	1
Vibrio_sp._Vb2864_species_3074675	1
Vibrio_sp._Vb2865_species_3074676	1
Vibrio_sp._Vb2873_species_3074677	1
Vibrio_sp._Vb2881_species_3074678	1
Vibrio_sp._Vb2892_species_3074679	1
Vibrio_sp._Vb2896_species_3074680	1
Vibrio_sp._Vb2897_species_3074681	1
Vibrio_sp._Vb2898_species_3074682	1
Vibrio_sp._Vb2899_species_3074683	1
Vibrio_sp._Vb2907_species_3074684	1
Vibrio_sp._Vb2908_species_3074685	1
Vibrio_sp._Vb2909_species_3074686	1
Vibrio_sp._Vb2910_species_3074687	1
Vibrio_sp._Vb2658_species_3074672	1
Vibrio_sp._Vb0304_species_3074623	1
Vibrio_sp._2091_species_3074592	1
Vibrio_sp._2092_species_3074593	1
Vibrio_sp._2094_species_3074594	1
Vibrio_sp._2096_species_3074595	1
Vibrio_sp._2099_species_3074596	1
Vibrio_sp._2130-1_species_3074597	1
Vibrio_sp._2132-1_species_3074598	1
Vibrio_sp._2134-1_species_3074599	1
Vibrio_sp._2175-1_species_3074600	1
Vibrio_sp._2304_species_3074601	1
Vibrio_sp._299_species_3074602	1
Vibrio_sp._378_species_3074603	1
Vibrio_sp._397_species_3074604	1
Vibrio_sp._Vb2201_species_3074655	1
Vibrio_sp._431_species_3074606	1
Vibrio_sp._506_species_3074607	1
