DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Bacteria_species_per_genus
COLOR	#4a90e2
LEGEND_TITLE	Species Count
LEGEND_SHAPES	1
LEGEND_COLORS	#4a90e2
LEGEND_LABELS	Number of species
DATA
Ostreibacterium_genus_2856855	1
Myxacorys_genus_2056239	3
Pradoshia_genus_2651279	4
Parasulfitobacter_genus_3141793	1
Aquella_genus_2593687	2
Kaustia_genus_2838250	1
Halobacteroides_genus_42417	1
Profundirhabdus_genus_3072009	1
Pukyongiella_genus_2831925	1
Candidatus Sneabacter_genus_2601645	1
Stenotrophobium_genus_2689591	2
Anaerohalosphaera_genus_2690159	2
Iocasia_genus_2899804	1
Paroceanicella_genus_2683599	2
Anaeromonas_genus_2946544	2
Algicella_genus_3050722	1
Cognatazoarcus_genus_2891325	1
Candidatus Pelagisphaera_genus_3049269	1
Jaaginema_genus_454131	3
Kangsaoukella_genus_2888275	1
Acidiluteibacter_genus_2819281	1
Copranaerobaculum_genus_2946534	1
Candidatus Mycosynbacter_genus_2831665	1
Limnovirga_genus_2888753	1
Fertoeibacter_genus_2820419	1
Ferruginivarius_genus_2661936	1
Anaerotalea_genus_2834241	1
Oceanibium_genus_2662142	2
Pseudomethylobacillus_genus_2676063	1
Arundinibacter_genus_2679998	2
Acidimangrovimonas_genus_2676790	3
Allosaccharopolyspora_genus_2893576	1
Lottiidibacillus_genus_2670333	1
Thiosulfativibrio_genus_2781120	1
Ollibium_genus_3143703	1
Constantimarinum_genus_2907134	1
Zemynaea_genus_3071782	1
Rhodocaloribacter_genus_2893090	1
Isachenkonia_genus_2565776	1
Candidatus Anadelfobacter_genus_796081	1
Mangrovimicrobium_genus_3229490	1
Pacificoceanicola_genus_3089077	1
Cognatitamlana_genus_3400366	1
Rhizosphaericola_genus_3114547	1
Carideicomes_genus_2699245	1
Suspvirus_genus_1985292	1
Candidatus Ordinivivax_genus_2811435	1
Gloeothece_genus_28070	2
Rippkaea_genus_2546365	1
Pelotalea_genus_3062721	1
Formicincola_genus_2952773	1
Candidatus Hydrogenosomobacter_genus_2654634	1
Paenalkalicoccus_genus_2944627	1
Affinibrenneria_genus_2853326	1
Haloflavibacter_genus_2907512	1
Culicoidibacter_genus_2787156	1
Jejubacter_genus_2815296	1
Exobacillus_genus_3421339	1
Luteithermobacter_genus_2813803	1
Aggregatimonas_genus_2913017	1
Candidatus Proelusimicrobium_genus_3416175	2
Candidatus Desulfopertinax_genus_1919276	1
Tardibacter_genus_2685927	1
Indiicoccus_genus_2681298	1
Bacilliculturomica_genus_2005387	1
Candidatus Hydrothermus_genus_2767186	1
Gandjariella_genus_2662170	1
Adhaeretor_genus_2862451	1
Arenivirga_genus_2033596	1
Litorihabitans_genus_2813793	1
Rhodospira_genus_69959	3
Marasmitruncus_genus_1987749	1
Tepidisphaera_genus_1771356	1
Carnimonas_genus_64322	1
Scatolibacter_genus_2912543	1
Tengunoibacter_genus_2571199	1
Petropleomorpha_genus_2997369	1
Demetria_genus_63958	1
Tetzosporium_genus_2079189	1
Chondrocystis_genus_268175	1
Konateibacter_genus_2912950	1
Candidatus Anoxymicrobium_genus_2900673	1
Caenicola_genus_3416956	1
Allopseudospirillum_genus_196078	1
Aquipluma_genus_2792393	1
Aerosticca_genus_2707020	1
Fastidiosibacter_genus_2056689	1
Bogoriella_genus_56054	1
Nemorincola_genus_2054311	1
Rurimicrobium_genus_2049912	1
Ravibacter_genus_2051037	1
Novisyntrophococcus_genus_2888809	1
Pseudochryseolinea_genus_2986345	1
Vaginisenegalia_genus_2683203	1
Mangrovicella_genus_2269381	1
Candidatus Phlomobacter_genus_57962	1
Desulfofarcimen_genus_2282742	1
Suicoccus_genus_2689587	1
Rubricella_genus_2028104	1
Mabikibacter_genus_2029879	1
Candidatus Nephrothrix_genus_1659686	1
Changchengzhania_genus_2049301	1
Dongshaea_genus_2802288	1
Candidatus Sulfotelmatomonas_genus_2136117	1
Luethyella_genus_1960139	1
Candidatus Marithioploca_genus_1034937	1
Arboricoccus_genus_2066435	1
Flexithrix_genus_70992	1
Candidatus Multiplicimicrobium_genus_3402357	1
Candidatus Subteraquimicrobium_genus_2900669	1
Candidatus Velesiimonas_genus_3402624	1
Candidatus Nanosynsacchari_genus_2789662	2
Mangrovitalea_genus_2047735	1
Hyella_genus_945733	1
Lusitaniella_genus_1983104	1
Cyanomargarita_genus_1982356	1
Pseudopelagicola_genus_1649483	1
Thiosocius_genus_2780488	1
Sulfurivermis_genus_2034504	1
Candidatus Aquitaenariimonas_genus_3401997	1
Candidatus Ghiorseimicrobium_genus_3402247	1
Candidatus Abzuiibacterium_genus_3401959	1
Candidatus Taenaricola_genus_3402456	1
Candidatus Sherwoodlollariibacterium_genus_3402454	1
