genus,census_taxid,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,genome_pct_db,species_pct,direct_name_matches,direct_taxid_matches,hierarchical_taxid_matches,lineage_name_matches,total_matches,match_status,domain,isolate_count,isolate_percentage,novelty_factor,overrepresentation_factor
Cecembia,1187078,5,12,0.0,0.0,8,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,37.5,1.25,0.8
Luteimicrobium,754249,2,7,0.0,0.0,8,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,6,75.0,0.333,3.0
Jonquetella,428711,1,1,0.0,0.0,8,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,3,37.5,0.333,3.0
Cuspidothrix,882045,1,5,0.0,0.0,8,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,2,25.0,0.5,2.0
Neomicrococcus,1868332,1,8,0.0,0.0,8,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,7,87.5,0.333,3.0
Permianibacter,1649479,5,10,0.0,0.0,8,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,3,37.5,1.667,0.6
Planosporangium,689760,6,19,0.0,0.0,8,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,7,87.5,1.2,0.833
Lacihabitans,1649462,16,231,0.01,0.02,8,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,5,62.5,2.667,0.375
Yinghuangia,2805681,1,1,0.0,0.0,8,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,7,87.5,0.143,7.0
Halovivax,332951,7,24,0.0,0.0,8,6,0.0,0.01,0,0,6,0,6,matched,Archaea,6,75.0,1.167,0.857
Pseudogulbenkiania,568394,5,151,0.0,0.01,8,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,5,62.5,1.0,1.0
Catenovulum,1172191,10,26,0.0,0.0,8,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,8,100.0,1.667,0.6
Roseimaritima,1579506,4,7,0.0,0.0,8,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,4,50.0,1.0,1.0
Chryseomicrobium,889388,11,32,0.0,0.0,8,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,7,87.5,1.833,0.545
Raineya,2071614,15,72,0.01,0.01,8,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,12.5,7.5,0.133
Thiohalomonas,397268,8,14,0.0,0.0,8,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,12.5,2.667,0.375
Thiocystis,13724,8,24,0.0,0.0,8,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,4,50.0,2.0,0.5
Gorillibacterium,1689250,2,3,0.0,0.0,8,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,6,75.0,0.333,3.0
Allofrancisella,1869285,2,9,0.0,0.0,8,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,8,100.0,0.5,2.0
Halohasta,1450140,10,139,0.0,0.01,8,4,0.0,0.0,0,0,4,0,4,matched,Archaea,5,62.5,2.5,0.4
Aquabacter,45402,1,1,0.0,0.0,8,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,5,62.5,0.143,7.0
Nitriliruptor,596499,3,7,0.0,0.0,8,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,12.5,1.5,0.667
Marinicauda,1649466,4,7,0.0,0.0,8,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,7,87.5,1.0,1.0
Oceanicola,252301,13,51,0.0,0.0,8,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,5,62.5,1.857,0.538
Corticibacterium,1763452,1,11,0.0,0.0,8,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,6,75.0,0.2,5.0
Aliidongia,1914229,12,70,0.0,0.01,8,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,12.5,6.0,0.167
Natronobacterium,2256,14,23,0.0,0.0,8,4,0.0,0.0,0,0,4,0,4,matched,Archaea,8,100.0,3.5,0.286
Saccharibacter,231052,1,5,0.0,0.0,8,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,8,100.0,0.143,7.0
Antarcticibacterium,2058174,14,32,0.0,0.0,8,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,4,50.0,2.333,0.429
Caldalkalibacillus,379065,7,16,0.0,0.0,8,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,8,100.0,1.4,0.714
Caenimonas,763439,19,103,0.01,0.01,8,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,6,75.0,2.714,0.368
Paenochrobactrum,999488,9,17,0.0,0.0,8,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,7,87.5,1.5,0.667
Pseudoxanthobacter,433838,4,16,0.0,0.0,8,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,25.0,1.333,0.75
Halomicronema,170610,8,14,0.0,0.0,8,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,25.0,2.0,0.5
Geopsychrobacter,271087,11,79,0.0,0.01,8,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,12.5,3.667,0.273
Saliphagus,2039236,3,4,0.0,0.0,8,6,0.0,0.01,0,0,6,0,6,matched,Archaea,7,87.5,0.5,2.0
Desulfonauticus,206664,3,13,0.0,0.0,8,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,1,12.5,0.75,1.333
Arthrospira,35823,8,43,0.0,0.0,8,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,5,62.5,1.0,1.0
Limisphaera,1775685,12,84,0.0,0.01,8,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,37.5,3.0,0.333
Brevirhabdus,1855413,1,5,0.0,0.0,8,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,3,37.5,0.5,2.0
Marinibacterium,1931200,9,15,0.0,0.0,8,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,37.5,2.25,0.444
Crenobacter,1654931,8,30,0.0,0.0,8,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,8,100.0,1.6,0.625
Myceligenerans,253183,8,15,0.0,0.0,8,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,8,100.0,1.143,0.875
Gallaecimonas,745410,6,19,0.0,0.0,8,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,6,75.0,1.2,0.833
Filimonas,649460,12,30,0.0,0.0,8,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,6,75.0,3.0,0.333
Microvirgula,57479,1,16,0.0,0.0,8,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,4,50.0,0.25,4.0
Bowmanella,366580,3,5,0.0,0.0,8,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,8,100.0,0.6,1.667
Mahella,252965,3,35,0.0,0.0,7,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,14.29,1.5,0.667
Jiulongibacter,2031119,1,1,0.0,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,3,42.86,0.333,3.0
Hormoscilla,881023,2,20,0.0,0.0,7,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,0,0.0,0.286,3.5
Mizugakiibacter,1544982,6,21,0.0,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,14.29,2.0,0.5
Motilimonas,1914248,5,18,0.0,0.0,7,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,7,100.0,0.833,1.2
Sphaerimonospora,1792303,3,4,0.0,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,6,85.71,0.75,1.333
Pseudochelatococcus,1654719,6,19,0.0,0.0,7,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,6,85.71,1.2,0.833
Roseospira,86671,3,4,0.0,0.0,7,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,6,85.71,0.6,1.667
Sebaldella,32068,4,9,0.0,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,3,42.86,1.333,0.75
Rhizorhapis,1649487,21,70,0.01,0.01,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,28.57,5.25,0.19
Jeongeupia,885864,1,8,0.0,0.0,7,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,7,100.0,0.2,5.0
Sediminibacillus,482460,4,5,0.0,0.0,7,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,7,100.0,0.667,1.5
Sciscionella,596495,1,3,0.0,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,28.57,0.333,3.0
Thermosulfurimonas,1522431,3,12,0.0,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,42.86,0.75,1.333
Psychrobium,1573826,11,33,0.0,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,42.86,2.75,0.364
Orenia,46468,20,46,0.01,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,5,71.43,6.667,0.15
Albimonas,663242,13,73,0.0,0.01,7,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,3,42.86,2.6,0.385
Dissulfurimicrobium,1769732,13,56,0.0,0.0,7,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,14.29,6.5,0.154
Ferroglobus,54260,8,22,0.0,0.0,7,2,0.0,0.0,0,0,2,0,2,matched,Archaea,1,14.29,4.0,0.25
Puniceibacterium,1608404,1,4,0.0,0.0,7,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,5,71.43,0.167,6.0
Aestuariimicrobium,396388,25,164,0.01,0.01,7,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,7,100.0,3.571,0.28
Siccirubricoccus,2044848,1,2,0.0,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,7,100.0,0.25,4.0
Rhodocyclus,1064,1,2,0.0,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,7,100.0,0.333,3.0
Hirschia,2723,37,274,0.01,0.02,7,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,3,42.86,7.4,0.135
Aquisalinus,1795639,3,6,0.0,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,5,71.43,1.0,1.0
Ignicoccus,54258,4,13,0.0,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Archaea,3,42.86,1.0,1.0
Microterricola,518733,2,25,0.0,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,4,57.14,0.5,2.0
Alkalimarinus,1858563,2,11,0.0,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,7,100.0,0.667,1.5
Geomicrobium,767528,7,11,0.0,0.0,7,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,7,100.0,1.0,1.0
Natronoarchaeum,926359,8,36,0.0,0.0,7,5,0.0,0.0,0,0,5,0,5,matched,Archaea,6,85.71,1.6,0.625
Pontivivens,1844015,5,11,0.0,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,6,85.71,1.25,0.8
Flaviaesturariibacter,1789690,14,24,0.0,0.0,7,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,4,57.14,2.8,0.357
Alteribacillus,1433300,4,4,0.0,0.0,7,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,7,100.0,0.667,1.5
Ornithinicoccus,82345,12,56,0.0,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,4,57.14,3.0,0.333
Lebetimonas,267989,9,16,0.0,0.0,7,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,7,100.0,1.286,0.778
Sulfurisphaera,69655,4,23,0.0,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Archaea,6,85.71,1.333,0.75
Cryomorpha,246876,34,106,0.01,0.01,7,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,14.29,17.0,0.059
Glaciibacter,501022,1,5,0.0,0.0,7,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,5,71.43,0.167,6.0
Okibacterium,196084,3,11,0.0,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,7,100.0,1.0,1.0
Timonella,1465824,10,26,0.0,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,28.57,3.333,0.3
Rugosimonospora,1198243,3,22,0.0,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,28.57,1.0,1.0
Hoyosella,697025,2,9,0.0,0.0,7,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,7,100.0,0.4,2.5
Hyalangium,224455,2,31,0.0,0.0,7,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,4,57.14,0.4,2.5
Stygiolobus,41674,7,36,0.0,0.0,7,7,0.0,0.01,0,0,7,0,7,matched,Archaea,6,85.71,1.0,1.0
Jejuia,762551,7,16,0.0,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,5,71.43,1.75,0.571
Solitalea,929509,34,356,0.01,0.03,7,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,6,85.71,5.667,0.176
Halostagnicola,353799,4,13,0.0,0.0,7,7,0.0,0.01,0,0,7,0,7,matched,Archaea,7,100.0,0.571,1.75
Chromatium,1047,9,35,0.0,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,3,42.86,3.0,0.333
Tepidibacter,214904,11,26,0.0,0.0,7,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,6,85.71,1.571,0.636
Mangrovibacter,451512,3,8,0.0,0.0,7,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,7,100.0,0.6,1.667
Pseudoteredinibacter,1122284,3,5,0.0,0.0,7,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,4,57.14,1.5,0.667
Aeropyrum,56635,23,90,0.01,0.01,7,3,0.0,0.0,0,0,3,0,3,matched,Archaea,4,57.14,7.667,0.13
Parahaliea,1857932,24,35,0.01,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,5,71.43,6.0,0.167
Levilinea,475965,24,105,0.01,0.01,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,28.57,8.0,0.125
Alysiella,194195,9,26,0.0,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,6,85.71,3.0,0.333
Agarilytica,2036021,5,9,0.0,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,14.29,1.667,0.6
Limnochordaceae.U.genus,1676650,98,224,0.03,0.02,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,14.29,32.667,0.031
Granulicoccus,448176,2,3,0.0,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,4,57.14,0.667,1.5
Meridianimaribacter,1197472,2,6,0.0,0.0,7,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,3,42.86,1.0,1.0
Palaeococcus,83867,5,18,0.0,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Archaea,2,28.57,1.667,0.6
Thiohalorhabdus,492233,27,52,0.01,0.0,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,3,42.86,9.0,0.111
Rhodovibrio,85274,16,75,0.01,0.01,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,42.86,4.0,0.25
Acidipila,1000999,2,4,0.0,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,28.57,0.5,2.0
Desulfolunaceae.U.genus,3031622,15,73,0.01,0.01,7,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,4,57.14,3.0,0.333
Ketogulonicigenium,92944,2,35,0.0,0.0,7,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,7,100.0,1.0,1.0
Gloeocapsa,102231,7,10,0.0,0.0,7,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,4,57.14,1.167,0.857
Thiorhodovibrio,61593,5,7,0.0,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,5,71.43,1.25,0.8
Asinibacterium,1612198,5,19,0.0,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,28.57,1.25,0.8
Halothermothrix,32636,5,9,0.0,0.0,7,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,1,14.29,1.0,1.0
Arhodomonas,2368,5,10,0.0,0.0,7,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,6,85.71,0.833,1.2
Halostella,1843185,2,4,0.0,0.0,7,6,0.0,0.01,0,0,6,0,6,matched,Archaea,7,100.0,0.333,3.0
Thermoplasma,2302,6,12,0.0,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Archaea,3,42.86,1.5,0.667
Prochloron,1214,6,21,0.0,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,0,0.0,1.5,0.667
Jhaorihella,1511750,6,12,0.0,0.0,7,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,3,42.86,3.0,0.333
Asaccharobacter,553372,1,1,0.0,0.0,7,1,0.0,0.0,0,0,1,0,1,matched,Bacteria,0,0.0,1.0,1.0
Caedibacter,28905,16,57,0.01,0.0,6,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,1,16.67,4.0,0.25
Actimicrobium,1051898,2,13,0.0,0.0,6,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,6,100.0,0.5,2.0
Conyzicola,1648520,2,18,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,5,83.33,0.667,1.5
Desulfoprunum,1654934,5,46,0.0,0.0,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,2,33.33,2.5,0.4
Rhodonellum,336827,1,1,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,3,50.0,0.333,3.0
Sporichthya,35750,17,137,0.01,0.01,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,33.33,5.667,0.176
Uruburuella,299568,1,24,0.0,0.0,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,3,50.0,0.5,2.0
Larsenimonas,1775121,1,3,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,6,100.0,0.333,3.0
Tindallia,69894,9,24,0.0,0.0,6,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,1,16.67,2.25,0.444
Murdochiella,1161127,9,18,0.0,0.0,6,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,5,83.33,2.25,0.444
Proteiniborus,415014,9,18,0.0,0.0,6,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,50.0,2.25,0.444
Dissulfuribacteraceae.U.genus,3031471,35,147,0.01,0.01,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,4,66.67,11.667,0.086
Pseudarcicella,1664383,35,912,0.01,0.07,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,4,66.67,11.667,0.086
Acidomonas,34000,1,10,0.0,0.0,6,1,0.0,0.0,0,0,1,0,1,matched,Bacteria,6,100.0,1.0,1.0
Fodinicurvata,1121829,3,20,0.0,0.0,6,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,6,100.0,0.75,1.333
Bowdeniella,2767322,3,5,0.0,0.0,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,3,50.0,1.5,0.667
Sporanaerobacter,165812,12,34,0.0,0.0,6,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,50.0,3.0,0.333
Egicoccus,1755825,4,14,0.0,0.0,6,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,4,66.67,1.0,1.0
Raineyella,1911549,4,15,0.0,0.0,6,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,4,66.67,0.667,1.5
Celerinatantimonas,412033,4,6,0.0,0.0,6,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,5,83.33,0.8,1.25
Quinella,1567,65,90,0.02,0.01,6,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,0,0.0,13.0,0.077
Thiovulum,936,12,37,0.0,0.0,6,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,1,16.67,2.4,0.417
Desertifilum,1185872,1,3,0.0,0.0,6,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,4,66.67,0.167,6.0
Barrientosiimonas,1535207,1,4,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,6,100.0,0.333,3.0
Chitiniphilus,585890,1,2,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,6,100.0,0.333,3.0
Flavimaricola,2211637,10,14,0.0,0.0,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,2,33.33,5.0,0.2
Fontimonas,1434005,9,20,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,33.33,3.0,0.333
Zooshikella,202771,1,5,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,6,100.0,0.333,3.0
Labedella,390250,1,11,0.0,0.0,6,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,5,83.33,0.2,5.0
Dichelobacter,869,1,9,0.0,0.0,6,1,0.0,0.0,0,0,1,0,1,matched,Bacteria,5,83.33,1.0,1.0
Verticiella,1835332,12,36,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,3,50.0,4.0,0.25
Allokutzneria,1137960,4,25,0.0,0.0,6,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,6,100.0,0.8,1.25
Paludibaculum,1649475,130,779,0.05,0.06,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,33.33,43.333,0.023
Rubrimonas,89523,9,130,0.0,0.01,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,16.67,4.5,0.222
Malonomonas,57039,8,25,0.0,0.0,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,16.67,4.0,0.25
Vulcaniibacterium,1649512,8,24,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,6,100.0,2.667,0.375
Chromatocurvus,1132027,4,26,0.0,0.0,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,2,33.33,2.0,0.5
Pragia,82984,2,22,0.0,0.0,6,1,0.0,0.0,0,0,1,0,1,matched,Bacteria,6,100.0,2.0,0.5
Enhygromyxa,215802,13,27,0.0,0.0,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,3,50.0,6.5,0.154
Kozakia,153497,3,38,0.0,0.0,6,1,0.0,0.0,0,0,1,0,1,matched,Bacteria,6,100.0,3.0,0.333
Piscibacillus,420644,3,10,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,5,83.33,1.0,1.0
Ignavigranum,89092,10,15,0.0,0.0,6,1,0.0,0.0,0,0,1,0,1,matched,Bacteria,4,66.67,10.0,0.1
Flavimobilis,2756312,1,3,0.0,0.0,6,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,4,66.67,0.25,4.0
Seleniivibrio,1649493,2,7,0.0,0.0,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,2,33.33,1.0,1.0
Paeniclostridium,1849828,8,90,0.0,0.01,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,33.33,2.667,0.375
Dasania,503005,8,11,0.0,0.0,6,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,4,66.67,2.0,0.5
Paralcaligenes,1148163,1,4,0.0,0.0,6,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,50.0,0.25,4.0
Desulfotalea,109168,14,32,0.0,0.0,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,4,66.67,7.0,0.143
Budvicia,82978,2,6,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,5,83.33,0.667,1.5
Dehalobacterium,51514,19,50,0.01,0.0,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,2,33.33,9.5,0.105
Anabaenopsis,110103,2,2,0.0,0.0,6,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,6,100.0,0.4,2.5
Thermobaculum,262406,15,55,0.01,0.0,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,16.67,7.5,0.133
Paraferrimonas,375673,1,4,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,6,100.0,0.333,3.0
Thermobispora,147067,15,160,0.01,0.01,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,3,50.0,7.5,0.133
Calditerricola,373053,7,43,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,4,66.67,2.333,0.429
Gracilibacter,342658,42,184,0.01,0.01,6,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,2,33.33,8.4,0.119
Alkalinema,1620700,1,1,0.0,0.0,6,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,2,33.33,0.167,6.0
Couchioplanes,56433,2,2,0.0,0.0,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,6,100.0,1.0,1.0
Myxosarcina,52605,10,15,0.0,0.0,6,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,2,33.33,2.0,0.5
Geotalea,2910589,3,9,0.0,0.0,6,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,6,100.0,0.75,1.333
Dactylococcopsis,13034,26,80,0.01,0.01,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,16.67,13.0,0.077
Desulfatirhabdium,497742,26,244,0.01,0.02,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,16.67,13.0,0.077
Salinimonas,288793,18,33,0.01,0.0,6,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,6,100.0,3.0,0.333
Antarctobacter,74032,2,9,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,4,66.67,0.667,1.5
Catenisphaera,1774107,19,61,0.01,0.0,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,16.67,9.5,0.105
Alkalibaculum,696745,2,8,0.0,0.0,6,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,50.0,0.5,2.0
Zavarzinella,600332,5,10,0.0,0.0,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,16.67,2.5,0.4
Papillibacter,100175,60,134,0.02,0.01,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,16.67,20.0,0.05
Kistimonas,1036132,10,18,0.0,0.0,6,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,2,33.33,2.0,0.5
Thalassomonas,137583,10,22,0.0,0.0,6,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,5,83.33,1.667,0.6
Geovibrio,46200,3,7,0.0,0.0,6,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,50.0,0.75,1.333
Defluviitalea,1185408,30,91,0.01,0.01,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,4,66.67,10.0,0.1
Geothermobacter,213223,32,119,0.01,0.01,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,3,50.0,10.667,0.094
Salisediminibacterium,1434042,1,7,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,6,100.0,0.333,3.0
Pseudopedobacter,1649482,11,18,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,33.33,3.667,0.273
Zhengella,2282761,1,1,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,33.33,0.333,3.0
Orbus,743714,6,9,0.0,0.0,6,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,6,100.0,1.2,0.833
Stigmatella,40,6,32,0.0,0.0,6,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,6,100.0,1.5,0.667
Ammoniphilus,66862,6,126,0.0,0.01,6,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,5,83.33,1.0,1.0
Robertkochia,1649489,5,10,0.0,0.0,6,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,6,100.0,1.0,1.0
