family,census_taxid,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,genome_pct_db,species_pct,direct_name_matches,direct_taxid_matches,hierarchical_taxid_matches,lineage_name_matches,total_matches,match_status,domain,isolate_count,isolate_percentage,novelty_factor,overrepresentation_factor
Acetomicrobiaceae,3029086,21,128,0.01,0.01,48,10,0.0,0.01,0,0,10,0,10,matched,Bacteria,6,12.5,2.1,0.476
Merismopediaceae,1890428,46,145,0.02,0.01,48,21,0.0,0.02,0,0,21,0,21,matched,Bacteria,36,75.0,2.19,0.457
Thermomicrobiaceae,189777,11,130,0.0,0.01,47,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,4,8.51,1.375,0.727
Oscillochloridaceae,104174,18,29,0.01,0.0,46,13,0.0,0.01,0,0,13,0,13,matched,Bacteria,7,15.22,1.385,0.722
Nanopusillaceae,1890942,8,150,0.0,0.01,46,5,0.0,0.0,0,0,5,0,5,matched,Archaea,5,10.87,1.6,0.625
Chamaesiphonaceae,1890431,8,42,0.0,0.0,46,27,0.0,0.03,0,0,27,0,27,matched,Bacteria,2,4.35,0.296,3.375
Chelatococcaceae,2036754,15,84,0.01,0.01,45,24,0.0,0.02,0,0,24,0,24,matched,Bacteria,35,77.78,0.625,1.6
Armatimonadales.U.family,1042313,206,644,0.08,0.06,44,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,1,2.27,34.333,0.029
Heimdallarchaeia.U.family,3422291,83,365,0.03,0.03,44,4,0.0,0.0,0,0,4,0,4,matched,Archaea,0,0.0,20.75,0.048
Entomoplasmataceae,33925,16,67,0.01,0.01,44,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,44,100.0,1.0,1.0
Cellulosilyticaceae,3018741,36,77,0.01,0.01,43,10,0.0,0.01,0,0,10,0,10,matched,Bacteria,6,13.95,3.6,0.278
Desulfurellaceae,117942,27,103,0.01,0.01,42,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,4,9.52,3.857,0.259
Salinivirgaceae,1970190,69,215,0.03,0.02,42,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,2.38,23.0,0.043
Simkaniaceae,92712,1,1,0.0,0.0,42,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,4,9.52,0.111,9.0
Oculatellaceae,2303507,7,29,0.0,0.0,40,26,0.0,0.03,0,0,26,0,26,matched,Bacteria,10,25.0,0.269,3.714
Moritellaceae,267891,21,117,0.01,0.01,40,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,29,72.5,1.5,0.667
Scytonemataceae,1182,57,240,0.02,0.02,40,26,0.0,0.03,0,0,26,0,26,matched,Bacteria,27,67.5,2.192,0.456
Halobacteroidaceae,53434,84,212,0.03,0.02,39,23,0.0,0.02,0,0,23,0,23,matched,Bacteria,20,51.28,3.652,0.274
Cohaesibacteraceae,655351,33,133,0.01,0.01,39,10,0.0,0.01,0,0,10,0,10,matched,Bacteria,7,17.95,3.3,0.303
Thermovirgaceae,3029089,89,366,0.04,0.03,39,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,1,2.56,22.25,0.045
Halococcaceae,1963270,32,105,0.01,0.01,39,23,0.0,0.02,0,0,23,0,23,matched,Archaea,31,79.49,1.391,0.719
Crenotrichaceae,89377,65,234,0.03,0.02,38,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,2,5.26,13.0,0.077
Methanocaldococcaceae,196117,52,172,0.02,0.02,38,16,0.0,0.02,0,0,16,0,16,matched,Archaea,17,44.74,3.25,0.308
Chitinivibrionia.U.family,296141,141,359,0.06,0.03,37,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,2.7,47.0,0.021
Dictyoglomaceae,203488,7,133,0.0,0.01,37,10,0.0,0.01,0,0,10,0,10,matched,Bacteria,8,21.62,0.7,1.429
Immundisolibacteraceae,1934946,37,135,0.02,0.01,37,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,2.7,12.333,0.081
Sphaerobacteraceae,85002,46,173,0.02,0.02,37,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,2,5.41,7.667,0.13
Silvanigrellales.U.family,2024973,2,8,0.0,0.0,36,12,0.0,0.01,0,0,12,0,12,matched,Bacteria,9,25.0,0.167,6.0
Chitinispirillaceae,1860138,1,1,0.0,0.0,36,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,5.56,0.25,4.0
Gloeomargaritaceae,1955043,1,16,0.0,0.0,35,29,0.0,0.03,0,0,29,0,29,matched,Bacteria,2,5.71,0.034,29.0
Desulfosalsimonadaceae,2904714,16,42,0.01,0.0,35,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,5.71,5.333,0.188
Symbiobacteriaceae,543349,186,581,0.08,0.05,34,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,5,14.71,26.571,0.038
Ferrimonadaceae,267892,20,49,0.01,0.0,34,18,0.0,0.02,0,0,18,0,18,matched,Bacteria,30,88.24,1.111,0.9
Cenarchaeaceae,205957,14,78,0.01,0.01,34,17,0.0,0.02,0,0,17,0,17,matched,Archaea,0,0.0,0.824,1.214
Methylothermaceae,1486721,18,39,0.01,0.0,34,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,4,11.76,2.25,0.444
Budviciaceae,1903416,7,39,0.0,0.0,33,12,0.0,0.01,0,0,12,0,12,matched,Bacteria,30,90.91,0.583,1.714
Natronoarchaeaceae,2976354,24,87,0.01,0.01,32,20,0.0,0.02,0,0,20,0,20,matched,Archaea,19,59.38,1.2,0.833
Vallitaleaceae,2603322,13,25,0.01,0.0,32,11,0.0,0.01,0,0,11,0,11,matched,Bacteria,10,31.25,1.182,0.846
Herpetosiphonaceae,189773,20,114,0.01,0.01,32,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,7,21.88,2.5,0.4
Fastidiosibacteraceae,2056687,31,81,0.01,0.01,32,19,0.0,0.02,0,0,19,0,19,matched,Bacteria,26,81.25,1.632,0.613
Thioalkalibacteraceae,2035710,7,25,0.0,0.0,32,11,0.0,0.01,0,0,11,0,11,matched,Bacteria,13,40.62,0.636,1.571
Silvanigrellaceae,2024974,84,359,0.03,0.03,32,10,0.0,0.01,0,0,10,0,10,matched,Bacteria,8,25.0,8.4,0.119
Neomegalonemataceae,2814874,2,9,0.0,0.0,32,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,3.12,0.667,1.5
Methanocellaceae,570265,60,235,0.02,0.02,32,12,0.0,0.01,0,0,12,0,12,matched,Archaea,6,18.75,5.0,0.2
Heliobacteriaceae,31984,30,65,0.01,0.01,31,13,0.0,0.01,0,0,13,0,13,matched,Bacteria,10,32.26,2.308,0.433
Deferribacteraceae,191394,47,104,0.02,0.01,31,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,4,12.9,5.222,0.191
Hahellaceae,224379,20,60,0.01,0.01,31,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,13,41.94,1.25,0.8
Phreatobacteraceae,2843305,45,144,0.02,0.01,30,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,6,20.0,5.0,0.2
Afifellaceae,2829802,11,22,0.0,0.0,30,11,0.0,0.01,0,0,11,0,11,matched,Bacteria,19,63.33,1.0,1.0
Chloroherpetonaceae,2968741,1,1,0.0,0.0,29,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,1,3.45,0.2,5.0
Spirulinaceae,1890448,16,48,0.01,0.0,29,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,9,31.03,1.143,0.875
Marivirgaceae,2762301,20,137,0.01,0.01,29,12,0.0,0.01,0,0,12,0,12,matched,Bacteria,14,48.28,1.667,0.6
Syntrophotaleaceae,2812024,21,64,0.01,0.01,29,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,11,37.93,3.5,0.286
Methanopyraceae,183713,3,16,0.0,0.0,29,5,0.0,0.0,0,0,5,0,5,matched,Archaea,3,10.34,0.6,1.667
Catalimonadaceae,1522127,22,50,0.01,0.0,28,10,0.0,0.01,0,0,10,0,10,matched,Bacteria,7,25.0,2.2,0.455
Chroococcidiopsidales.U.family,1890505,2,2,0.0,0.0,28,21,0.0,0.02,0,0,21,0,21,matched,Bacteria,11,39.29,0.095,10.5
Pleomorphomonadaceae,2843308,34,117,0.01,0.01,28,21,0.0,0.02,0,0,21,0,21,matched,Bacteria,20,71.43,1.619,0.618
Sporichthyaceae,85033,283,5722,0.12,0.51,28,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,5,17.86,40.429,0.025
Bradymonadaceae,1779135,74,169,0.03,0.01,28,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,5,17.86,14.8,0.068
Armatimonadaceae,1042314,23,511,0.01,0.05,27,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,1,3.7,5.75,0.174
Sanguibacteraceae,145360,30,133,0.01,0.01,27,18,0.0,0.02,0,0,18,0,18,matched,Bacteria,19,70.37,1.667,0.6
Coprothermobacteraceae,2138247,56,278,0.02,0.02,27,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,4,14.81,11.2,0.089
Tolypothrichaceae,119859,11,83,0.0,0.01,27,19,0.0,0.02,0,0,19,0,19,matched,Bacteria,18,66.67,0.579,1.727
Actinospicaceae,414713,55,305,0.02,0.03,26,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,9,34.62,7.857,0.127
Alsobacteraceae,2792775,6,125,0.0,0.01,26,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,6,23.08,0.75,1.333
Egibacteraceae,1747769,9,37,0.0,0.0,26,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,3.85,3.0,0.333
Acaryochloridaceae,1890429,8,25,0.0,0.0,26,19,0.0,0.02,0,0,19,0,19,matched,Bacteria,8,30.77,0.421,2.375
Elioraeaceae,2690195,4,80,0.0,0.01,25,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,5,20.0,0.571,1.75
Methylacidiphilaceae,717964,133,1168,0.05,0.1,25,10,0.0,0.01,0,0,10,0,10,matched,Bacteria,17,68.0,13.3,0.075
Methanocalculaceae,1460864,22,73,0.01,0.01,25,11,0.0,0.01,0,0,11,0,11,matched,Archaea,6,24.0,2.0,0.5
Rubritaleaceae,1648490,62,209,0.03,0.02,25,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,8,32.0,7.75,0.129
Ruaniaceae,1331736,5,9,0.0,0.0,24,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,15,62.5,0.312,3.2
Lawsonellaceae,2805586,42,207,0.02,0.02,24,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,4,16.67,14.0,0.071
Euzebyaceae,908622,82,252,0.03,0.02,24,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,3,12.5,16.4,0.061
Labilitrichaceae,1524216,5,13,0.0,0.0,24,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,4.17,1.667,0.6
Kytococcaceae,2805426,2,14,0.0,0.0,23,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,16,69.57,0.25,4.0
Terasakiellaceae,2813951,85,279,0.03,0.02,23,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,5,21.74,12.143,0.082
Chroococcaceae,1890464,33,133,0.01,0.01,23,15,0.0,0.01,0,0,15,0,15,matched,Bacteria,17,73.91,2.2,0.455
Algiphilaceae,1266054,6,20,0.0,0.0,23,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,13.04,1.5,0.667
Rivulariaceae,1185,18,44,0.01,0.0,22,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,4,18.18,2.0,0.5
Limnochordales.U.family,1676649,27,47,0.01,0.0,22,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,3,13.64,4.5,0.222
Beutenbergiaceae,125316,9,24,0.0,0.0,22,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,10,45.45,1.0,1.0
Chroococcidiopsidaceae,1890528,43,120,0.02,0.01,22,16,0.0,0.02,0,0,16,0,16,matched,Bacteria,8,36.36,2.688,0.372
Salinarimonadaceae,2137278,9,74,0.0,0.01,21,10,0.0,0.01,0,0,10,0,10,matched,Bacteria,6,28.57,0.9,1.111
Thermotomaculaceae,2562244,20,72,0.01,0.01,21,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,3,14.29,6.667,0.15
Xenococcaceae,1890499,25,74,0.01,0.01,21,12,0.0,0.01,0,0,12,0,12,matched,Bacteria,1,4.76,2.083,0.48
Tropherymataceae,2805591,1,4,0.0,0.0,21,1,0.0,0.0,0,0,1,0,1,matched,Bacteria,19,90.48,1.0,1.0
Acidothermaceae,85032,153,2296,0.06,0.2,21,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,9.52,38.25,0.026
Desertifilaceae,1969992,4,14,0.0,0.0,21,19,0.0,0.02,0,0,19,0,19,matched,Bacteria,10,47.62,0.211,4.75
Actinopolymorphaceae,2805400,7,38,0.0,0.0,21,10,0.0,0.01,0,0,10,0,10,matched,Bacteria,15,71.43,0.7,1.429
Thermohalobacteraceae,2848916,43,89,0.02,0.01,21,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,14,66.67,3.071,0.326
Desulfobaccaceae,3031656,99,653,0.04,0.06,20,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,1,5.0,16.5,0.061
Catenulisporaceae,414877,6,62,0.0,0.01,20,13,0.0,0.01,0,0,13,0,13,matched,Bacteria,14,70.0,0.462,2.167
Prochloraceae,1213,6,21,0.0,0.0,20,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,0,0.0,0.857,1.167
Pleioneaceae,2823145,17,46,0.01,0.0,20,14,0.0,0.01,0,0,14,0,14,matched,Bacteria,13,65.0,1.214,0.824
Patulibacteraceae,361606,12,34,0.0,0.0,19,10,0.0,0.01,0,0,10,0,10,matched,Bacteria,8,42.11,1.2,0.833
Deferrisomataceae,3031670,48,92,0.02,0.01,19,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,10.53,12.0,0.083
Caldisphaeraceae,255472,8,36,0.0,0.0,19,2,0.0,0.0,0,0,2,0,2,matched,Archaea,1,5.26,4.0,0.25
Tepidamorphaceae,2844863,19,28,0.01,0.0,18,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,7,38.89,2.111,0.474
Prochlorotrichaceae,2303730,33,207,0.01,0.02,18,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,1,5.56,6.6,0.152
Sporanaerobacteraceae,2992718,23,58,0.01,0.01,18,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,14,77.78,2.875,0.348
Thioalkalispiraceae,1096778,156,362,0.06,0.03,18,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,5.56,52.0,0.019
Actinopolysporaceae,622451,8,44,0.0,0.0,18,13,0.0,0.01,0,0,13,0,13,matched,Bacteria,18,100.0,0.615,1.625
Cuniculiplasmataceae,1747776,6,23,0.0,0.0,18,5,0.0,0.0,0,0,5,0,5,matched,Archaea,6,33.33,1.2,0.833
Jonesiaceae,85022,5,192,0.0,0.02,18,13,0.0,0.01,0,0,13,0,13,matched,Bacteria,12,66.67,0.385,2.6
Brevinemataceae,1100104,61,292,0.02,0.03,17,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,1,5.88,15.25,0.066
Desulfobacteriaceae,3023783,32,134,0.01,0.01,17,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,1,5.88,8.0,0.125
Bernardetiaceae,1937968,18,131,0.01,0.01,17,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,6,35.29,2.25,0.444
Blastochloridaceae,2831090,3,28,0.0,0.0,16,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,5,31.25,0.5,2.0
Geovibrionaceae,2945019,13,54,0.01,0.0,16,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,7,43.75,1.444,0.692
Amorphaceae,2685818,15,42,0.01,0.0,16,13,0.0,0.01,0,0,13,0,13,matched,Bacteria,14,87.5,1.154,0.867
Desulfatibacillaceae,3031627,8,21,0.0,0.0,15,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,3,20.0,1.6,0.625
Desulfallaceae,2867375,14,35,0.01,0.0,15,10,0.0,0.01,0,0,10,0,10,matched,Bacteria,8,53.33,1.4,0.714
Oligoflexaceae,1553902,299,838,0.12,0.07,15,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,2,13.33,59.8,0.017
Pseudobacteriovoracaceae,1769745,11,48,0.0,0.0,15,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,2,13.33,5.5,0.182
Rhodothalassiaceae,1544800,2,7,0.0,0.0,15,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,5,33.33,1.0,1.0
Coelosphaeriaceae,1890430,11,236,0.0,0.02,15,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,0,0.0,2.75,0.364
Gracilibacteraceae,541019,93,237,0.04,0.02,14,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,2,14.29,13.286,0.075
Dictyobacteraceae,2571193,3,3,0.0,0.0,14,10,0.0,0.01,0,0,10,0,10,matched,Bacteria,7,50.0,0.3,3.333
Microscillaceae,1937962,617,2545,0.25,0.23,14,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,2,14.29,102.833,0.01
Ancalomicrobiaceae,2172021,1,11,0.0,0.0,14,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,8,57.14,0.125,8.0
Raineyaceae,2071613,15,72,0.01,0.01,14,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,7.14,5.0,0.2
Thermoflexibacteraceae,2762317,13,64,0.01,0.01,13,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,2,15.38,2.6,0.385
Fortieaceae,1892264,3,9,0.0,0.0,13,11,0.0,0.01,0,0,11,0,11,matched,Bacteria,8,61.54,0.273,3.667
Magnetococcaceae,1191479,141,251,0.06,0.02,13,13,0.0,0.01,0,0,13,0,13,matched,Bacteria,0,0.0,10.846,0.092
Cryptosporangiaceae,622454,2,37,0.0,0.0,13,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,8,61.54,0.25,4.0
Caldicoprobacteraceae,715221,150,447,0.06,0.04,13,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,5,38.46,21.429,0.047
Thermodesulfobiaceae,227387,3,21,0.0,0.0,13,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,23.08,0.75,1.333
Perlucidibacaceae,2887331,6,59,0.0,0.01,13,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,2,15.38,1.2,0.833
Haloplasmataceae,471823,34,70,0.01,0.01,12,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,3,25.0,6.8,0.147
Desulfonatronaceae,224380,15,74,0.01,0.01,12,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,7,58.33,1.667,0.6
Thermosediminibacteraceae,2770093,12,33,0.0,0.0,12,8,0.0,0.01,0,0,8,0,8,matched,Bacteria,6,50.0,1.5,0.667
Tepidimicrobiaceae,2992719,70,157,0.03,0.01,12,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,9,75.0,10.0,0.1
Thermincolaceae,2937911,48,97,0.02,0.01,11,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,18.18,16.0,0.062
Gomontiellaceae,1892255,5,38,0.0,0.0,11,9,0.0,0.01,0,0,9,0,9,matched,Bacteria,1,9.09,0.556,1.8
Pseudoxanthobacteraceae,2822331,4,16,0.0,0.0,11,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,4,36.36,0.667,1.5
Balneatrichaceae,2301193,2,2,0.0,0.0,11,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,9,81.82,0.4,2.5
Geoalkalibacteraceae,3031665,18,66,0.01,0.01,11,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,5,45.45,4.5,0.222
Desulfatirhabdiaceae,3031625,26,244,0.01,0.02,10,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,10.0,8.667,0.115
Methermicoccaceae,660062,3,8,0.0,0.0,10,3,0.0,0.0,0,0,3,0,3,matched,Archaea,1,10.0,1.0,1.0
Calditerrivibrionaceae,2945021,12,59,0.0,0.01,10,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,10.0,6.0,0.167
Zooshikellaceae,2898533,1,5,0.0,0.0,10,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,10,100.0,0.167,6.0
Odinarchaeia.U.family,3067281,169,511,0.07,0.05,10,3,0.0,0.0,0,0,3,0,3,matched,Archaea,2,20.0,56.333,0.018
Desulfonauticaceae,2956789,3,13,0.0,0.0,10,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,2,20.0,0.5,2.0
Flexistipitaceae,2945022,4,28,0.0,0.0,10,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,10.0,2.0,0.5
Zavarziniaceae,2844877,5,22,0.0,0.0,10,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,5,50.0,1.0,1.0
Ventosimonadaceae,1827282,7,16,0.0,0.0,9,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,11.11,3.5,0.286
Thermogemmatisporaceae,768668,4,8,0.0,0.0,9,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,4,44.44,0.8,1.25
Desulfoplanaceae,3031458,13,36,0.01,0.0,9,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,22.22,4.333,0.231
Iodidimonadaceae,2066485,11,95,0.0,0.01,9,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,9,100.0,1.571,0.636
Geothermobacteraceae,3031664,32,119,0.01,0.01,9,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,3,33.33,8.0,0.125
Thermodesulforhabdaceae,3031641,12,48,0.0,0.0,8,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,12.5,6.0,0.167
Chlorogloeopsidaceae,1892261,5,21,0.0,0.0,8,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,7,87.5,1.667,0.6
Persicobacteraceae,1853234,4,16,0.0,0.0,8,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,7,87.5,0.571,1.75
Motilibacteraceae,1433378,3,10,0.0,0.0,8,6,0.0,0.01,0,0,6,0,6,matched,Bacteria,4,50.0,0.5,2.0
Acanthopleuribacteraceae,533207,45,72,0.02,0.01,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,4,57.14,15.0,0.067
Limnochordaceae,1676650,105,244,0.04,0.02,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,14.29,35.0,0.029
Aminiphilaceae,3029090,6,17,0.0,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,28.57,1.5,0.667
Caedimonadaceae,2100208,1,1,0.0,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,28.57,0.25,4.0
Proteinivoraceae,1491775,13,26,0.01,0.0,7,7,0.0,0.01,0,0,7,0,7,matched,Bacteria,7,100.0,1.857,0.538
Desulfolunaceae,3031622,18,82,0.01,0.01,7,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,4,57.14,3.6,0.278
Vulgatibacteraceae,1524213,30,85,0.01,0.01,7,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,14.29,10.0,0.1
Luteibaculaceae,2772533,9,15,0.0,0.0,7,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,1,14.29,2.25,0.444
Sedimentisphaeraceae,2483367,2,11,0.0,0.0,6,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,4,66.67,0.4,2.5
Dissulfurirhabdaceae,3031471,2,2,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,4,66.67,0.667,1.5
Thermonemataceae,1853233,2,9,0.0,0.0,6,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,33.33,0.5,2.0
Gloeotrichiaceae,1892265,2,14,0.0,0.0,6,1,0.0,0.0,0,0,1,0,1,matched,Bacteria,0,0.0,2.0,0.5
Dissulfuribacteraceae,3031471,41,158,0.02,0.01,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,4,66.67,13.667,0.073
Stigonemataceae,1189,10,41,0.0,0.0,6,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,1,16.67,2.0,0.5
Egicoccaceae,1755824,4,14,0.0,0.0,6,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,4,66.67,1.0,1.0
Celerinatantimonadaceae,412032,4,6,0.0,0.0,6,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,5,83.33,0.8,1.25
Desulfocucumaceae,3023805,2,3,0.0,0.0,6,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,16.67,0.667,1.5
Gottschalkiaceae,2042895,12,28,0.0,0.0,6,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,4,66.67,2.4,0.417
Ichthyobacteriaceae,1755828,25,43,0.01,0.0,6,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,16.67,12.5,0.08
Cesiribacteraceae,2762276,11,17,0.0,0.0,5,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,4,80.0,2.2,0.455
Cyanothecaceae,1892249,11,41,0.0,0.0,5,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,40.0,2.75,0.364
Aliterellaceae,2917811,11,25,0.0,0.0,5,4,0.0,0.0,0,0,4,0,4,matched,Bacteria,2,40.0,2.75,0.364
Gloeobacteraceae,1890422,7,23,0.0,0.0,5,5,0.0,0.0,0,0,5,0,5,matched,Bacteria,3,60.0,1.4,0.714
Chrysiogenaceae,189770,5,13,0.0,0.0,4,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,4,100.0,1.667,0.6
Methanonatronarchaeaceae,2202724,12,24,0.0,0.0,4,4,0.0,0.0,0,0,4,0,4,matched,Archaea,3,75.0,3.0,0.333
Williamwhitmaniaceae,2038695,149,591,0.06,0.05,4,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,25.0,74.5,0.013
Rarobacteraceae,145359,3,6,0.0,0.0,4,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,4,100.0,1.5,0.667
Flexibacteraceae,2762284,23,75,0.01,0.01,3,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,1,33.33,7.667,0.13
Picrophilaceae,46630,1,2,0.0,0.0,3,2,0.0,0.0,0,0,2,0,2,matched,Archaea,2,66.67,0.5,2.0
Thermithiobacillaceae,225059,1,2,0.0,0.0,3,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,3,100.0,0.5,2.0
Dermocarpellaceae,1890498,15,63,0.01,0.01,3,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,66.67,5.0,0.2
Natranaerobiaceae,485255,28,106,0.01,0.01,3,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,3,100.0,14.0,0.071
Kallotenuaceae,1508536,4,6,0.0,0.0,3,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,66.67,1.333,0.75
Entophysalidaceae,1890482,6,17,0.0,0.0,3,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,2,66.67,3.0,0.333
Nanoarchaeaceae,1890941,17,55,0.01,0.0,3,3,0.0,0.0,0,0,3,0,3,matched,Archaea,1,33.33,5.667,0.176
Segniliparaceae,316606,3,8,0.0,0.0,3,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,66.67,1.0,1.0
Kallotenuales.U.family,1508535,101,222,0.04,0.02,3,3,0.0,0.0,0,0,3,0,3,matched,Bacteria,2,66.67,33.667,0.03
Desulforegulaceae,3031623,3,7,0.0,0.0,3,2,0.0,0.0,0,0,2,0,2,matched,Bacteria,1,33.33,1.5,0.667
