family,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,lineage_matches,total_matches,match_status,domain,coverage_percentage
Camptobasidiaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Calycanthaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Callyspongiidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Callorhinchidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Calliergonaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Calanidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tetraclitidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cabombaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Theonellidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chromeraceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Heterodontidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mallomonadaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hygromiidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pelomedusidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Macrobiotidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hepatosporidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nautilidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Locustellidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Paramythiidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ironidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phaeocystaceae,0,0,0.0,0.0,2,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Helminthoglyptidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Linhomoeidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Suberitidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pandalidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pandionidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Kappamycetaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Olindiidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hapalidiaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Limnanthaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Narcinidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Burhinidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Thelocarpaceae,0,0,0.0,0.0,2,2,0,0.0,0.01,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Thelohaniidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Stentoridae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Canellaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Strombidiidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Halteriidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Vezdaeaceae,0,0,0.0,0.0,2,2,0,0.0,0.01,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Alloionematidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tritoniidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Anhingidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Astropectinidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Bombycillidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Blaniulidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aytoniaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Thoracostomopsidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Thorectidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Thraciidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Thysanoteuthidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Theneidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Coccyzidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Akaniaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Viscaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Watersiporidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Agaraceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Raperosteliaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Diversisporaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ditrichaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Regulidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dironidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Potamogetonaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Scolopendrellidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Asellidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Andrognathidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sphaeriidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sphaerolaimidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chaetodermatidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ceramiaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Spionidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Spirastrellidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cephalotrichidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Centropidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cavenderiaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Caulochytriaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Squalidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Themistidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Clionaidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ambisporaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aeolidiidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Adoxaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Acoraceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Acinetosporaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Acaulosporaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Alatinidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Alismataceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Amphiuridae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Amphipleuraceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Urostylidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Amphinomidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Velloziaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Amborellaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cleomaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ophiocomidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Physaliidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Myidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Plakinidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lepidosirenidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Kishinouyeidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gyrodactylidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Otoplanidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gonapodyaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Halisarcidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lecanographaceae,0,0,0.0,0.0,2,2,0,0.0,0.01,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Palmariaceae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Phyllodocidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Munnopsidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Lichinaceae,0,0,0.0,0.0,2,2,1,0.0,0.01,50.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nephropidae,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Hydrophyllaceae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pachastrellidae,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Thinocoridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Balantidiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Balanophoraceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Malaconotidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Balaenicipitidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Xanthonemataceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aegithalidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aegiretidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Majidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Molluginaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ximeniaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Thiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Thuidiaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Thyasiridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ariophantidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Neolepadidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Artamidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Torpedinidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ascobolaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Neoverrucidae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Asphodelaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Turnicidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Turbinidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tubiluchidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aeginidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Winteraceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mitrocomidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mychonastaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mikrocytiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Agriolimacidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ailoscolecidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Molpadiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Xylonaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Xylophagaidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Montiaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Monosoleniaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Anhimidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mononchidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Zoroasteridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Trachelipodidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Todidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Astathelohaniidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tisbidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Astrephomenaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Capsalidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tiaropsidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Neritidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Narkidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ancyrocephalidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Acartiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tylenchulidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Andreaeaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mesitornithidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cochlonemataceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Pardalotidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sclerodomidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Scissurellidae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Collodictyonidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Colpodidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Crotophagidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Scopidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aequoreidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dasyornithidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Peniaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Datiscaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Deimatidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Delesseriaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dendrasteridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Cristatellidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Idoteidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Comesomatidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Climacteridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Scyllaridae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Scyllaeidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Climaciaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Megalaimidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Anoplocephalidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Trochodendraceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Anseranatidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Anthocerotaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Melanthiaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Andaluciidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Neolectaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aulacomniaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Mantamonadidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Maldanidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tylodinidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nectonematidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aphroditidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nemasomatidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Apusomonadidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nematoplanidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Tribonemataceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Aramidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Scotocercidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Megapodiidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Arbaciidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Architeuthidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Trigoniulidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Malawimonadidae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Talinaceae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Opegraphaceae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Loxodidae,0,0,0.0,0.0,1,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Nymphonidae,0,0,0.0,0.0,1,1,1,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
