genus,census_otu_count,census_size_count,otu_percentage,size_percentage,ncbi_genome_count,ncbi_species_count,isolate_count,genome_pct_db,species_pct,isolate_percentage,novelty_factor,overrepresentation_factor,direct_matches,lineage_matches,total_matches,match_status,domain,coverage_percentage
Eratigena,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Emmonsiellopsis,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Emmonsia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eremobia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eremoplastron,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Emmelina,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eremotylus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eretmocerus,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eretmochelys,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Emmelia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sphinx,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ericerus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eriobotrya,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Episcada,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Epirrita,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Encrasicholina,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Spizaetus,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Enoplosus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Entomophthora,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Entomyzon,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Enicognathus,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Entosphenus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Engraulis,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Spirocerca,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eolophus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eopsaltria,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Endromis,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Epermenia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ephemera,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Endotricha,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ephialtes,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Endomychus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Epicampocera,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Endoconidiophora,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Spinibarbus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Epilobium,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Epione,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Spinachia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Epiphyas,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eriophorum,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Elmis,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Euonymus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eira,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sphaerolaimus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Euclidia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eucommia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sphaerodactylus,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eucryptorrhynchus,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eucyclogobius,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eudasyphora,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eudemis,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Elaeidobius,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Elaeagnus,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eudorina,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Squaliobarbus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eisenia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sphaerium,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Erpetoichthys,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Squalus,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eidolon,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eugnorisma,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sphaeridia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Euleptes,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ehretia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eumandya,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eumedonia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eumerus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eumicrotremus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eunapius,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eunicea,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Euchoeca,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Euchalcia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Spratelloides,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Elanus,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Erpobdella,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ellipsomyxa,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Elgaria,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eleutheronema,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Erythrobasidium,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Erythrophleum,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Elephantulus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Escallonia,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Escarpia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Elegia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eledone,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Esperia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eledona,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sphenella,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sphecodes,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Spheciospongia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Electrophaes,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Electrona,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Ethmia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sphaerularia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Elaphurus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Etroplus,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Elaphria,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eubasilissa,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Eublemma,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Smutsia,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Doris,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gonepteryx,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Geothlypis,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Succisa,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Silvanus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Geomyza,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Desarmillaria,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Geotria,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Geotrupes,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Geotrypetes,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dermatocarpon,0,0,0.0,0.0,2,2,0,0.0,0.01,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dentiscutata,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dentipellis,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Germaria,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sideroxylon,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Denticollis,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Denticeps,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Geukensia,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Genista,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Silybum,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Garra,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Stylosanthes,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gasteruption,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gastracanthus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gastrodia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gastrolobium,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gastrophysa,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Diadegma,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Diacronema,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Diachrysia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gegenes,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Diacarnus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Diacamma,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gekko,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dexiosoma,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Suaeda,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gelis,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Subacronicta,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Suberites,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Geminigera,0,0,0.0,0.0,2,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Detonula,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Simalia,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gibbaranea,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gnathonemus,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Glomus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Glossophaga,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Glossosoma,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Glutinoglossum,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Decapterus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Glycyrrhiza,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Glyphotaelius,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Glyptemys,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gnaphalium,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Shiraia,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dendronotus,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gnatocerus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gobiocypris,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gobionotothen,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gobius,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dasypolia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gomalia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gomphus,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gonapodya,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gloeostereum,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gibbula,0,0,0.0,0.0,2,1,0,0.0,0.0,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dendrocygna,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gilbertella,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dendrocincla,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dendrocalamus,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Suncus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sicus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sungouiozyma,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sibynophis,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Glacies,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Glaciozyma,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Suricata,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Glarea,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Delichon,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gliophorus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Shuja,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Globia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Globomyces,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Gari,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Stictonetta,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Diploschistes,0,0,0.0,0.0,2,2,0,0.0,0.01,0.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dircenna,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Fowlea,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Fowleria,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dipteronia,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Fragilaria,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Diplotaxodon,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Diplostomum,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Diplosoma,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sisymbrium,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sitta,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Fremontodendron,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sitophilus,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Stratiolaelaps,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Stratiomys,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sitona,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Sitodiplosis,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Frieseomelitta,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Diplodus,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Diplazon,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dioryctria,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Diophrys,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Chloromyia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Foetorepus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Stomatorhinus,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Fomes,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Stomorhina,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dispira,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Forbesichthys,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Forcipomyia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Diogma,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dianthus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dicheirus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Galeopterus,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dicrurus,0,0,0.0,0.0,2,2,2,0.0,0.01,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Galeruca,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
Dicorynia,0,0,0.0,0.0,2,1,2,0.0,0.0,100.0,,,0,0,0,ncbi_only,Eukaryota,0.0
